B_thermophilus_symbiont	R.fausta	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	SUP05	V.diagonalis	V.extenta	V.gigas1	V.gigas2	V.marissinica	V.okutanii	V.soyoae1	V.soyoae2
MS2017_1562	HUE58_RS03430	Rmag_0693	Rpac_peg_1149	Rpha_peg_676	Rple_peg_220	Rrec_peg_1439	Rsou_peg_180	SP60_06805	Vdia_peg_326	Vext_peg_318	Vgig1_peg_280	Vgig2_peg_168	Vmar_0651	COSY_0643	Vsoy1_peg_678	Vsoy2_peg_878
MS2017_2108	HUE58_RS06000	Rmag_0054	Rpac_peg_161	Rpha_peg_786	Rple_peg_1505	Rrec_peg_774	Rsou_peg_582	SP60_04330	Vdia_peg_926	Vext_peg_915	Vgig1_peg_66	Vgig2_peg_903	Vmar_0057	COSY_0059	Vsoy1_peg_84	Vsoy2_peg_287
MS2017_1563	HUE58_RS03435	Rmag_0694	Rpac_peg_1148	Rpha_peg_675	Rple_peg_221	Rrec_peg_1440	Rsou_peg_181	SP60_06800	Vdia_peg_325	Vext_peg_317	Vgig1_peg_279	Vgig2_peg_167	Vmar_0652	COSY_0644	Vsoy1_peg_679	Vsoy2_peg_879
MS2017_2109	HUE58_RS05995	Rmag_0053	Rpac_peg_162	Rpha_peg_787	Rple_peg_1506	Rrec_peg_773	Rsou_peg_583	SP60_04325	Vdia_peg_927	Vext_peg_916	Vgig1_peg_65	Vgig2_peg_904	Vmar_0056	COSY_0058	Vsoy1_peg_83	Vsoy2_peg_286
MS2017_1008	HUE58_RS02615	Rmag_0561	Rpac_peg_1318	Rpha_peg_151	Rple_peg_1154	Rrec_peg_1251	Rsou_peg_912	SP60_07860	Vdia_peg_459	Vext_peg_446	Vgig1_peg_413	Vgig2_peg_298	Vmar_0521	COSY_0515	Vsoy1_peg_546	Vsoy2_peg_745
MS2017_1523	HUE58_RS01240	Rmag_0349	Rpac_peg_516	Rpha_peg_1650	Rple_peg_678	Rrec_peg_78	Rsou_peg_1295	SP60_01235	Vdia_peg_649	Vext_peg_638	Vgig1_peg_601	Vgig2_peg_489	Vmar_0330	COSY_0330	Vsoy1_peg_354	Vsoy2_peg_558
MS2017_2110	HUE58_RS05990	Rmag_0052	Rpac_peg_163	Rpha_peg_788	Rple_peg_1507	Rrec_peg_772	Rsou_peg_584	SP60_04320	Vdia_peg_928	Vext_peg_917	Vgig1_peg_64	Vgig2_peg_905	Vmar_0055	COSY_0057	Vsoy1_peg_82	Vsoy2_peg_285
MS2017_1009	HUE58_RS02610	Rmag_0560	Rpac_peg_1319	Rpha_peg_152	Rple_peg_1155	Rrec_peg_1250	Rsou_peg_911	SP60_07865	Vdia_peg_460	Vext_peg_447	Vgig1_peg_414	Vgig2_peg_299	Vmar_0520	COSY_0514	Vsoy1_peg_545	Vsoy2_peg_744
MS2017_1524	HUE58_RS01235	Rmag_0348	Rpac_peg_515	Rpha_peg_1651	Rple_peg_677	Rrec_peg_79	Rsou_peg_1296	SP60_01240	Vdia_peg_650	Vext_peg_639	Vgig1_peg_602	Vgig2_peg_490	Vmar_0329	COSY_0329	Vsoy1_peg_353	Vsoy2_peg_557
MS2017_1871	HUE58_RS06665	Rmag_0153	Rpac_peg_12	Rpha_peg_1983	Rple_peg_1356	Rrec_peg_913	Rsou_peg_956	SP60_05185	Vdia_peg_827	Vext_peg_816	Vgig1_peg_163	Vgig2_peg_52	Vmar_0154	COSY_0159	Vsoy1_peg_180	Vsoy2_peg_385
MS2017_1010	HUE58_RS02605	Rmag_0559	Rpac_peg_1320	Rpha_peg_153	Rple_peg_1156	Rrec_peg_1249	Rsou_peg_910	SP60_07870	Vdia_peg_461	Vext_peg_448	Vgig1_peg_415	Vgig2_peg_300	Vmar_0519	COSY_0513	Vsoy1_peg_544	Vsoy2_peg_743
MS2017_1525	HUE58_RS01230	Rmag_0347	Rpac_peg_514	Rpha_peg_1652	Rple_peg_676	Rrec_peg_80	Rsou_peg_1297	SP60_01245	Vdia_peg_651	Vext_peg_640	Vgig1_peg_603	Vgig2_peg_491	Vmar_0328	COSY_0328	Vsoy1_peg_352	Vsoy2_peg_556
MS2017_1011	HUE58_RS02600	Rmag_0558	Rpac_peg_1321	Rpha_peg_154	Rple_peg_1157	Rrec_peg_1248	Rsou_peg_909	SP60_07875	Vdia_peg_462	Vext_peg_449	Vgig1_peg_416	Vgig2_peg_301	Vmar_0518	COSY_0512	Vsoy1_peg_543	Vsoy2_peg_742
MS2017_1528	HUE58_RS01225	Rmag_0345	Rpac_peg_513	Rpha_peg_1654	Rple_peg_674	Rrec_peg_81	Rsou_peg_1299	SP60_01255	Vdia_peg_652	Vext_peg_641	Vgig1_peg_604	Vgig2_peg_492	Vmar_0327	COSY_0327	Vsoy1_peg_351	Vsoy2_peg_555
MS2017_1014	HUE58_RS02585	Rmag_0555	Rpac_peg_1324	Rpha_peg_157	Rple_peg_1160	Rrec_peg_1245	Rsou_peg_906	SP60_07890	Vdia_peg_468	Vext_peg_455	Vgig1_peg_419	Vgig2_peg_304	Vmar_0515	COSY_0509	Vsoy1_peg_540	Vsoy2_peg_739
MS2017_1873	HUE58_RS06640	Rmag_0151	Rpac_peg_14	Rpha_peg_1981	Rple_peg_1358	Rrec_peg_911	Rsou_peg_954	SP60_05150	Vdia_peg_829	Vext_peg_818	Vgig1_peg_161	Vgig2_peg_50	Vmar_0152	COSY_0154	Vsoy1_peg_178	Vsoy2_peg_383
MS2017_1015	HUE58_RS02580	Rmag_0554	Rpac_peg_1325	Rpha_peg_158	Rple_peg_1161	Rrec_peg_1244	Rsou_peg_905	SP60_07895	Vdia_peg_469	Vext_peg_456	Vgig1_peg_420	Vgig2_peg_305	Vmar_0514	COSY_0508	Vsoy1_peg_539	Vsoy2_peg_738
MS2017_1796	HUE58_RS00430	Rmag_0215	Rpac_peg_332	Rpha_peg_2202	Rple_peg_81	Rrec_peg_247	Rsou_peg_1011	SP60_05495	Vdia_peg_775	Vext_peg_764	Vgig1_peg_722	Vgig2_peg_609	Vmar_0207	COSY_0210	Vsoy1_peg_232	Vsoy2_peg_437
MS2017_1797	HUE58_RS00425	Rmag_0214	Rpac_peg_331	Rpha_peg_2203	Rple_peg_80	Rrec_peg_248	Rsou_peg_1010	SP60_05490	Vdia_peg_776	Vext_peg_765	Vgig1_peg_723	Vgig2_peg_610	Vmar_0206	COSY_0209	Vsoy1_peg_231	Vsoy2_peg_436
MS2017_1954	HUE58_RS06435	Rmag_0122	Rpac_peg_52	Rpha_peg_1935	Rple_peg_1406	Rrec_peg_869	Rsou_peg_1952	SP60_04835	Vdia_peg_857	Vext_peg_846	Vgig1_peg_133	Vgig2_peg_22	Vmar_0123	COSY_0126	Vsoy1_peg_150	Vsoy2_peg_355
MS2017_1800	HUE58_RS00410	Rmag_0211	Rpac_peg_326	Rpha_peg_2208	Rple_peg_75	Rrec_peg_251	Rsou_peg_1006	SP60_05470	Vdia_peg_778	Vext_peg_767	Vgig1_peg_725	Vgig2_peg_612	Vmar_0204	COSY_0207	Vsoy1_peg_229	Vsoy2_peg_434
MS2017_1486	HUE58_RS01345	Rmag_0371	Rpac_peg_542	Rpha_peg_546	Rple_peg_722	Rrec_peg_56	Rsou_peg_2020	SP60_01140	Vdia_peg_628	Vext_peg_617	Vgig1_peg_583	Vgig2_peg_468	Vmar_0349	COSY_0349	Vsoy1_peg_374	Vsoy2_peg_577
MS2017_1959	HUE58_RS06430	Rmag_0121	Rpac_peg_53	Rpha_peg_1934	Rple_peg_1407	Rrec_peg_868	Rsou_peg_1953	SP60_04830	Vdia_peg_858	Vext_peg_847	Vgig1_peg_132	Vgig2_peg_21	Vmar_0122	COSY_0125	Vsoy1_peg_149	Vsoy2_peg_354
MS2017_1960	HUE58_RS06425	Rmag_0120	Rpac_peg_54	Rpha_peg_1933	Rple_peg_1408	Rrec_peg_867	Rsou_peg_1954	SP60_04825	Vdia_peg_859	Vext_peg_848	Vgig1_peg_131	Vgig2_peg_20	Vmar_0121	COSY_0124	Vsoy1_peg_148	Vsoy2_peg_353
MS2017_1804	HUE58_RS03750	Rmag_0208	Rpac_peg_1073	Rpha_peg_13	Rple_peg_11	Rrec_peg_978	Rsou_peg_1207	SP60_05455	Vdia_peg_780	Vext_peg_769	Vgig1_peg_727	Vgig2_peg_614	Vmar_0202	COSY_0205	Vsoy1_peg_227	Vsoy2_peg_432
MS2017_1961	HUE58_RS06415	Rmag_0118	Rpac_peg_55	Rpha_peg_1929	Rple_peg_1412	Rrec_peg_865	Rsou_peg_1516	SP60_04785	Vdia_peg_860	Vext_peg_849	Vgig1_peg_130	Vgig2_peg_19	Vmar_0120	COSY_0123	Vsoy1_peg_147	Vsoy2_peg_352
MS2017_1489	HUE58_RS01320	Rmag_0368	Rpac_peg_534	Rpha_peg_558	Rple_peg_706	Rrec_peg_61	Rsou_peg_2032	SP60_01155	Vdia_peg_632	Vext_peg_621	Vgig1_peg_587	Vgig2_peg_475	Vmar_0345	COSY_0335	Vsoy1_peg_369	Vsoy2_peg_572
MS2017_2004	HUE58_RS06290	Rmag_0099	Rpac_peg_84	Rpha_peg_2163	Rple_peg_1434	Rrec_peg_837	Rsou_peg_1550	SP60_04660	Vdia_peg_881	Vext_peg_870	Vgig1_peg_111	Vgig2_peg_858	Vmar_0101	COSY_0103	Vsoy1_peg_127	Vsoy2_peg_331
MS2017_1962	HUE58_RS06410	Rmag_0117	Rpac_peg_56	Rpha_peg_1928	Rple_peg_1413	Rrec_peg_864	Rsou_peg_1517	SP60_04780	Vdia_peg_861	Vext_peg_850	Vgig1_peg_129	Vgig2_peg_18	Vmar_0119	COSY_0122	Vsoy1_peg_146	Vsoy2_peg_351
MS2017_0452	HUE58_RS00035	Rmag_0814	Rpac_peg_241	Rpha_peg_2001	Rple_peg_414	Rrec_peg_339	Rsou_peg_1180	SP60_06015	Vdia_peg_212	Vext_peg_207	Vgig1_peg_175	Vgig2_peg_65	Vmar_0753	COSY_0739	Vsoy1_peg_780	Vsoy2_peg_981
MS2017_1757	HUE58_RS04420	Rmag_0878	Rpac_peg_645	Rpha_peg_1460	Rple_peg_847	Rrec_peg_438	Rsou_peg_52	SP60_01935	Vdia_peg_153	Vext_peg_148	Vgig1_peg_822	Vgig2_peg_710	Vmar_0812	COSY_0802	Vsoy1_peg_840	Vsoy2_peg_57
MS2017_0453	HUE58_RS00040	Rmag_0813	Rpac_peg_243	Rpha_peg_2002	Rple_peg_413	Rrec_peg_338	Rsou_peg_1179	SP60_06020	Vdia_peg_213	Vext_peg_208	Vgig1_peg_176	Vgig2_peg_66	Vmar_0752	COSY_0738	Vsoy1_peg_779	Vsoy2_peg_980
MS2017_1758	HUE58_RS04425	Rmag_0879	Rpac_peg_646	Rpha_peg_1459	Rple_peg_848	Rrec_peg_439	Rsou_peg_53	SP60_01940	Vdia_peg_152	Vext_peg_147	Vgig1_peg_823	Vgig2_peg_711	Vmar_0813	COSY_0803	Vsoy1_peg_841	Vsoy2_peg_58
MS2017_0256	HUE58_RS04750	Rmag_0947	Rpac_peg_716	Rpha_peg_1367	Rple_peg_941	Rrec_peg_511	Rsou_peg_1479	SP60_03030	Vdia_peg_108	Vext_peg_104	Vgig1_peg_886	Vgig2_peg_773	Vmar_0857	COSY_0847	Vsoy1_peg_887	Vsoy2_peg_103
MS2017_0454	HUE58_RS00045	Rmag_0812	Rpac_peg_244	Rpha_peg_2003	Rple_peg_412	Rrec_peg_337	Rsou_peg_1178	SP60_06025	Vdia_peg_214	Vext_peg_209	Vgig1_peg_177	Vgig2_peg_67	Vmar_0751	COSY_0737	Vsoy1_peg_778	Vsoy2_peg_979
MS2017_0257	HUE58_RS04745	Rmag_0946	Rpac_peg_715	Rpha_peg_1368	Rple_peg_940	Rrec_peg_510	Rsou_peg_1478	SP60_03025	Vdia_peg_109	Vext_peg_105	Vgig1_peg_887	Vgig2_peg_774	Vmar_0856	COSY_0846	Vsoy1_peg_886	Vsoy2_peg_102
MS2017_0455	HUE58_RS00050	Rmag_0811	Rpac_peg_245	Rpha_peg_2004	Rple_peg_411	Rrec_peg_336	Rsou_peg_1177	SP60_06030	Vdia_peg_215	Vext_peg_210	Vgig1_peg_178	Vgig2_peg_68	Vmar_0750	COSY_0736	Vsoy1_peg_777	Vsoy2_peg_978
MS2017_0456	HUE58_RS00055	Rmag_0810	Rpac_peg_246	Rpha_peg_2005	Rple_peg_410	Rrec_peg_335	Rsou_peg_1176	SP60_06035	Vdia_peg_216	Vext_peg_211	Vgig1_peg_179	Vgig2_peg_69	Vmar_0749	COSY_0735	Vsoy1_peg_776	Vsoy2_peg_977
MS2017_0338	HUE58_RS04555	Rmag_0911	Rpac_peg_677	Rpha_peg_1423	Rple_peg_888	Rrec_peg_474	Rsou_peg_253	SP60_02595	Vdia_peg_137	Vext_peg_132	Vgig1_peg_840	Vgig2_peg_727	Vmar_0828	COSY_0818	Vsoy1_peg_858	Vsoy2_peg_74
MS2017_0457	HUE58_RS00060	Rmag_0809	Rpac_peg_247	Rpha_peg_2006	Rple_peg_409	Rrec_peg_334	Rsou_peg_1175	SP60_06040	Vdia_peg_217	Vext_peg_212	Vgig1_peg_180	Vgig2_peg_70	Vmar_0748	COSY_0734	Vsoy1_peg_775	Vsoy2_peg_976
MS2017_0339	HUE58_RS04550	Rmag_0910	Rpac_peg_676	Rpha_peg_1424	Rple_peg_887	Rrec_peg_473	Rsou_peg_254	SP60_02590	Vdia_peg_138	Vext_peg_133	Vgig1_peg_839	Vgig2_peg_726	Vmar_0827	COSY_0817	Vsoy1_peg_857	Vsoy2_peg_73
MS2017_0458	HUE58_RS00065	Rmag_0808	Rpac_peg_249	Rpha_peg_2007	Rple_peg_408	Rrec_peg_333	Rsou_peg_1174	SP60_06045	Vdia_peg_218	Vext_peg_213	Vgig1_peg_181	Vgig2_peg_71	Vmar_0747	COSY_0733	Vsoy1_peg_774	Vsoy2_peg_975
MS2017_1762	HUE58_RS04460	Rmag_0880	Rpac_peg_654	Rpha_peg_1452	Rple_peg_857	Rrec_peg_450	Rsou_peg_63	SP60_01945	Vdia_peg_151	Vext_peg_146	Vgig1_peg_825	Vgig2_peg_713	Vmar_0814	COSY_0804	Vsoy1_peg_843	Vsoy2_peg_60
MS2017_0261	HUE58_RS04725	Rmag_0944	Rpac_peg_713	Rpha_peg_1380	Rple_peg_933	Rrec_peg_507	Rsou_peg_1473	SP60_03020	Vdia_peg_110	Vext_peg_106	Vgig1_peg_888	Vgig2_peg_775	Vmar_0854	COSY_0845	Vsoy1_peg_884	Vsoy2_peg_100
MS2017_0459	HUE58_RS00070	Rmag_0807	Rpac_peg_250	Rpha_peg_2008	Rple_peg_407	Rrec_peg_332	Rsou_peg_1173	SP60_06050	Vdia_peg_219	Vext_peg_214	Vgig1_peg_182	Vgig2_peg_72	Vmar_0746	COSY_0732	Vsoy1_peg_773	Vsoy2_peg_974
MS2017_1764	HUE58_RS04485	Rmag_0881	Rpac_peg_657	Rpha_peg_1450	Rple_peg_859	Rrec_peg_455	Rsou_peg_66	SP60_01955	Vdia_peg_150	Vext_peg_145	Vgig1_peg_826	Vgig2_peg_714	Vmar_0815	COSY_0805	Vsoy1_peg_844	Vsoy2_peg_61
MS2017_0263	HUE58_RS04715	Rmag_0942	Rpac_peg_709	Rpha_peg_1382	Rple_peg_929	Rrec_peg_504	Rsou_peg_1471	SP60_03015	Vdia_peg_111	Vext_peg_107	Vgig1_peg_889	Vgig2_peg_776	Vmar_0853	COSY_0844	Vsoy1_peg_883	Vsoy2_peg_99
MS2017_0460	HUE58_RS00075	Rmag_0806	Rpac_peg_251	Rpha_peg_2009	Rple_peg_406	Rrec_peg_331	Rsou_peg_1172	SP60_06055	Vdia_peg_220	Vext_peg_215	Vgig1_peg_183	Vgig2_peg_73	Vmar_0745	COSY_0731	Vsoy1_peg_772	Vsoy2_peg_973
MS2017_1765	HUE58_RS04490	Rmag_0882	Rpac_peg_658	Rpha_peg_1449	Rple_peg_860	Rrec_peg_456	Rsou_peg_67	SP60_01960	Vdia_peg_149	Vext_peg_144	Vgig1_peg_827	Vgig2_peg_715	Vmar_0816	COSY_0806	Vsoy1_peg_845	Vsoy2_peg_62
MS2017_0461	HUE58_RS00080	Rmag_0805	Rpac_peg_252	Rpha_peg_2010	Rple_peg_405	Rrec_peg_330	Rsou_peg_1171	SP60_06060	Vdia_peg_221	Vext_peg_216	Vgig1_peg_184	Vgig2_peg_74	Vmar_0744	COSY_0730	Vsoy1_peg_771	Vsoy2_peg_972
MS2017_0892	HUE58_RS01855	Rmag_0454	Rpac_peg_974	Rpha_peg_387	Rple_peg_1297	Rrec_peg_1080	Rsou_peg_1394	SP60_00465	Vdia_peg_554	Vext_peg_542	Vgig1_peg_511	Vgig2_peg_398	Vmar_0424	COSY_0421	Vsoy1_peg_448	Vsoy2_peg_647
MS2017_0851	HUE58_RS02045	Rmag_0472	Rpac_peg_933	Rpha_peg_310	Rple_peg_1265	Rrec_peg_1124	Rsou_peg_1854	SP60_00320	Vdia_peg_541	Vext_peg_529	Vgig1_peg_496	Vgig2_peg_382	Vmar_0439	COSY_0435	Vsoy1_peg_464	Vsoy2_peg_663
MS2017_0852	HUE58_RS02050	Rmag_0473	Rpac_peg_932	Rpha_peg_309	Rple_peg_1264	Rrec_peg_1125	Rsou_peg_1855	SP60_00315	Vdia_peg_540	Vext_peg_528	Vgig1_peg_495	Vgig2_peg_381	Vmar_0440	COSY_0436	Vsoy1_peg_465	Vsoy2_peg_664
MS2017_2038	HUE58_RS06230	Rmag_0094	Rpac_peg_96	Rpha_peg_2145	Rple_peg_1450	Rrec_peg_825	Rsou_peg_1675	SP60_04625	Vdia_peg_886	Vext_peg_875	Vgig1_peg_106	Vgig2_peg_863	Vmar_0096	COSY_0098	Vsoy1_peg_122	Vsoy2_peg_326
MS2017_0894	HUE58_RS01865	Rmag_0456	Rpac_peg_971	Rpha_peg_383	Rple_peg_1294	Rrec_peg_1082	Rsou_peg_1392	SP60_00450	Vdia_peg_552	Vext_peg_540	Vgig1_peg_508	Vgig2_peg_395	Vmar_0427	COSY_0423	Vsoy1_peg_450	Vsoy2_peg_649
MS2017_0687	HUE58_RS03385	Rmag_0684	Rpac_peg_1158	Rpha_peg_695	Rple_peg_421	Rrec_peg_1430	Rsou_peg_171	SP60_06845	Vdia_peg_335	Vext_peg_327	Vgig1_peg_288	Vgig2_peg_176	Vmar_0643	COSY_0635	Vsoy1_peg_670	Vsoy2_peg_870
MS2017_0853	HUE58_RS02055	Rmag_0474	Rpac_peg_931	Rpha_peg_308	Rple_peg_1263	Rrec_peg_1126	Rsou_peg_1856	SP60_00310	Vdia_peg_539	Vext_peg_527	Vgig1_peg_494	Vgig2_peg_380	Vmar_0441	COSY_0437	Vsoy1_peg_466	Vsoy2_peg_665
MS2017_0495	HUE58_RS00170	Rmag_0790	Rpac_peg_271	Rpha_peg_2040	Rple_peg_376	Rrec_peg_310	Rsou_peg_1141	SP60_06165	Vdia_peg_238	Vext_peg_233	Vgig1_peg_197	Vgig2_peg_87	Vmar_0732	COSY_0718	Vsoy1_peg_759	Vsoy2_peg_960
MS2017_0895	HUE58_RS01870	Rmag_0457	Rpac_peg_970	Rpha_peg_382	Rple_peg_1293	Rrec_peg_1083	Rsou_peg_1391	SP60_00445	Vdia_peg_551	Vext_peg_539	Vgig1_peg_507	Vgig2_peg_394	Vmar_0428	COSY_0424	Vsoy1_peg_451	Vsoy2_peg_650
MS2017_0688	HUE58_RS03380	Rmag_0683	Rpac_peg_1159	Rpha_peg_696	Rple_peg_422	Rrec_peg_1429	Rsou_peg_170	SP60_06850	Vdia_peg_336	Vext_peg_328	Vgig1_peg_289	Vgig2_peg_177	Vmar_0642	COSY_0634	Vsoy1_peg_669	Vsoy2_peg_869
MS2017_0854	HUE58_RS01750	Rmag_0434	Rpac_peg_999	Rpha_peg_413	Rple_peg_1324	Rrec_peg_1060	Rsou_peg_1423	SP60_00570	Vdia_peg_573	Vext_peg_561	Vgig1_peg_530	Vgig2_peg_415	Vmar_0403	COSY_0404	Vsoy1_peg_430	Vsoy2_peg_629
MS2017_1093	HUE58_RS02335	Rmag_0520	Rpac_peg_1384	Rpha_peg_232	Rple_peg_1203	Rrec_peg_1191	Rsou_peg_82	SP60_00005	Vdia_peg_498	Vext_peg_485	Vgig1_peg_451	Vgig2_peg_336	Vmar_0481	COSY_0477	Vsoy1_peg_507	Vsoy2_peg_706
MS2017_0496	HUE58_RS00180	Rmag_0788	Rpac_peg_273	Rpha_peg_2042	Rple_peg_374	Rrec_peg_308	Rsou_peg_1139	SP60_06175	Vdia_peg_239	Vext_peg_234	Vgig1_peg_198	Vgig2_peg_88	Vmar_0731	COSY_0717	Vsoy1_peg_758	Vsoy2_peg_959
MS2017_0896	HUE58_RS01875	Rmag_0458	Rpac_peg_969	Rpha_peg_381	Rple_peg_1292	Rrec_peg_1084	Rsou_peg_1390	SP60_00440	Vdia_peg_550	Vext_peg_538	Vgig1_peg_506	Vgig2_peg_393	Vmar_0429	COSY_0425	Vsoy1_peg_452	Vsoy2_peg_651
MS2017_0731	HUE58_RS03245	Rmag_0662	Rpac_peg_1183	Rpha_peg_1288	Rple_peg_472	Rrec_peg_1396	Rsou_peg_854	SP60_07070	Vdia_peg_366	Vext_peg_355	Vgig1_peg_317	Vgig2_peg_204	Vmar_0615	COSY_0608	Vsoy1_peg_643	Vsoy2_peg_843
MS2017_0855	HUE58_RS01755	Rmag_0435	Rpac_peg_998	Rpha_peg_412	Rple_peg_1323	Rrec_peg_1061	Rsou_peg_1422	SP60_00565	Vdia_peg_572	Vext_peg_560	Vgig1_peg_529	Vgig2_peg_414	Vmar_0404	COSY_0405	Vsoy1_peg_431	Vsoy2_peg_630
MS2017_0497	HUE58_RS00185	Rmag_0787	Rpac_peg_275	Rpha_peg_2046	Rple_peg_372	Rrec_peg_306	Rsou_peg_1135	SP60_06190	Vdia_peg_240	Vext_peg_235	Vgig1_peg_199	Vgig2_peg_89	Vmar_0730	COSY_0716	Vsoy1_peg_757	Vsoy2_peg_958
MS2017_0732	HUE58_RS03240	Rmag_0661	Rpac_peg_1184	Rpha_peg_1287	Rple_peg_473	Rrec_peg_1395	Rsou_peg_853	SP60_07075	Vdia_peg_367	Vext_peg_356	Vgig1_peg_318	Vgig2_peg_205	Vmar_0614	COSY_0607	Vsoy1_peg_642	Vsoy2_peg_842
MS2017_0691	HUE58_RS03365	Rmag_0680	Rpac_peg_1162	Rpha_peg_700	Rple_peg_425	Rrec_peg_1426	Rsou_peg_166	SP60_06955	Vdia_peg_338	Vext_peg_330	Vgig1_peg_291	Vgig2_peg_179	Vmar_0640	COSY_0632	Vsoy1_peg_667	Vsoy2_peg_867
MS2017_0857	HUE58_RS01765	Rmag_0437	Rpac_peg_996	Rpha_peg_409	Rple_peg_1321	Rrec_peg_1063	Rsou_peg_1419	SP60_00555	Vdia_peg_570	Vext_peg_558	Vgig1_peg_527	Vgig2_peg_412	Vmar_0407	COSY_0407	Vsoy1_peg_433	Vsoy2_peg_632
MS2017_2043	HUE58_RS06210	Rmag_0091	Rpac_peg_100	Rpha_peg_2140	Rple_peg_1454	Rrec_peg_821	Rsou_peg_1671	SP60_04605	Vdia_peg_889	Vext_peg_878	Vgig1_peg_102	Vgig2_peg_867	Vmar_0093	COSY_0095	Vsoy1_peg_118	Vsoy2_peg_322
MS2017_0692	HUE58_RS03360	Rmag_0679	Rpac_peg_1164	Rpha_peg_701	Rple_peg_426	Rrec_peg_1425	Rsou_peg_165	SP60_06960	Vdia_peg_339	Vext_peg_331	Vgig1_peg_292	Vgig2_peg_180	Vmar_0639	COSY_0631	Vsoy1_peg_666	Vsoy2_peg_866
MS2017_0734	HUE58_RS03230	Rmag_0659	Rpac_peg_1185	Rpha_peg_1286	Rple_peg_474	Rrec_peg_1393	Rsou_peg_852	SP60_07080	Vdia_peg_368	Vext_peg_357	Vgig1_peg_319	Vgig2_peg_206	Vmar_0613	COSY_0606	Vsoy1_peg_641	Vsoy2_peg_841
MS2017_0858	HUE58_RS01770	Rmag_0438	Rpac_peg_995	Rpha_peg_408	Rple_peg_1320	Rrec_peg_1064	Rsou_peg_1418	SP60_00550	Vdia_peg_569	Vext_peg_557	Vgig1_peg_526	Vgig2_peg_411	Vmar_0408	COSY_0408	Vsoy1_peg_434	Vsoy2_peg_633
MS2017_2044	HUE58_RS06205	Rmag_0090	Rpac_peg_101	Rpha_peg_2139	Rple_peg_1455	Rrec_peg_820	Rsou_peg_1670	SP60_04600	Vdia_peg_890	Vext_peg_879	Vgig1_peg_101	Vgig2_peg_868	Vmar_0092	COSY_0094	Vsoy1_peg_117	Vsoy2_peg_321
MS2017_0693	HUE58_RS03355	Rmag_0678	Rpac_peg_1165	Rpha_peg_702	Rple_peg_427	Rrec_peg_1424	Rsou_peg_164	SP60_06965	Vdia_peg_340	Vext_peg_332	Vgig1_peg_293	Vgig2_peg_181	Vmar_0638	COSY_0630	Vsoy1_peg_665	Vsoy2_peg_865
MS2017_2045	HUE58_RS06200	Rmag_0089	Rpac_peg_102	Rpha_peg_2138	Rple_peg_1456	Rrec_peg_819	Rsou_peg_1669	SP60_04595	Vdia_peg_891	Vext_peg_880	Vgig1_peg_100	Vgig2_peg_869	Vmar_0091	COSY_0093	Vsoy1_peg_116	Vsoy2_peg_320
MS2017_1682	HUE58_RS04090	Rmag_0828	Rpac_peg_577	Rpha_peg_1542	Rple_peg_770	Rrec_peg_369	Rsou_peg_997	SP60_01615	Vdia_peg_201	Vext_peg_196	Vgig1_peg_773	Vgig2_peg_662	Vmar_0765	COSY_0754	Vsoy1_peg_792	Vsoy2_peg_8
MS2017_1050	HUE58_RS02360	Rmag_0524	Rpac_peg_1374	Rpha_peg_211	Rple_peg_1198	Rrec_peg_1196	Rsou_peg_104	SP60_08120	Vdia_peg_495	Vext_peg_482	Vgig1_peg_448	Vgig2_peg_333	Vmar_0484	COSY_0480	Vsoy1_peg_510	Vsoy2_peg_709
MS2017_1684	HUE58_RS04130	Rmag_0831	Rpac_peg_586	Rpha_peg_1529	Rple_peg_781	Rrec_peg_378	Rsou_peg_985	SP60_01625	Vdia_peg_200	Vext_peg_195	Vgig1_peg_774	Vgig2_peg_663	Vmar_0766	COSY_0755	Vsoy1_peg_793	Vsoy2_peg_9
MS2017_0767	HUE58_RS03130	Rmag_0645	Rpac_peg_1205	Rpha_peg_1175	Rple_peg_492	Rrec_peg_1369	Rsou_peg_821	SP60_07165	Vdia_peg_383	Vext_peg_371	Vgig1_peg_334	Vgig2_peg_220	Vmar_0598	COSY_0592	Vsoy1_peg_627	Vsoy2_peg_827
MS2017_1643	HUE58_RS01005	Rmag_0308	Rpac_peg_465	Rpha_peg_1721	Rple_peg_207	Rrec_peg_128	Rsou_peg_1709	SP60_01500	Vdia_peg_694	Vext_peg_683	Vgig1_peg_639	Vgig2_peg_526	Vmar_0290	COSY_0290	Vsoy1_peg_316	Vsoy2_peg_520
MS2017_1685	HUE58_RS04135	Rmag_0832	Rpac_peg_587	Rpha_peg_1528	Rple_peg_782	Rrec_peg_379	Rsou_peg_984	SP60_01630	Vdia_peg_199	Vext_peg_194	Vgig1_peg_775	Vgig2_peg_664	Vmar_0767	COSY_0756	Vsoy1_peg_794	Vsoy2_peg_10
MS2017_0768	HUE58_RS03120	Rmag_0643	Rpac_peg_1207	Rpha_peg_1173	Rple_peg_494	Rrec_peg_1367	Rsou_peg_819	SP60_07170	Vdia_peg_385	Vext_peg_373	Vgig1_peg_336	Vgig2_peg_222	Vmar_0597	COSY_0591	Vsoy1_peg_626	Vsoy2_peg_826
