Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pleocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas2	V.soyoae2	V.gigas1	V.soyoae1	product	genome_count
MS2017_1949	SP60_04875	Rmag_0126	Rpac_peg_47	Rpha_peg_1940	Rple_peg_1400	Rrec_peg_874	Rsou_peg_1946	Vdia_peg_852	Vext_peg_841	COSY_0131	Vgig2_peg_27	Vsoy2_peg_360	Vgig1_peg_138	Vsoy1_peg_155	Cell division protein BolA	15
MS2017_1953	SP60_04840	Rmag_0123	Rpac_peg_51	Rpha_peg_1936	Rple_peg_1405	Rrec_peg_870	Rsou_peg_1951	Vdia_peg_856	Vext_peg_845	COSY_0127	Vgig2_peg_23	Vsoy2_peg_356	Vgig1_peg_134	Vsoy1_peg_151	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	15
MS2017_1954	SP60_04835	Rmag_0122	Rpac_peg_52	Rpha_peg_1935	Rple_peg_1406	Rrec_peg_869	Rsou_peg_1952	Vdia_peg_857	Vext_peg_846	COSY_0126	Vgig2_peg_22	Vsoy2_peg_355	Vgig1_peg_133	Vsoy1_peg_150	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	15
MS2017_1959	SP60_04830	Rmag_0121	Rpac_peg_53	Rpha_peg_1934	Rple_peg_1407	Rrec_peg_868	Rsou_peg_1953	Vdia_peg_858	Vext_peg_847	COSY_0125	Vgig2_peg_21	Vsoy2_peg_354	Vgig1_peg_132	Vsoy1_peg_149	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	15
MS2017_1960	SP60_04825	Rmag_0120	Rpac_peg_54	Rpha_peg_1933	Rple_peg_1408	Rrec_peg_867	Rsou_peg_1954	Vdia_peg_859	Vext_peg_848	COSY_0124	Vgig2_peg_20	Vsoy2_peg_353	Vgig1_peg_131	Vsoy1_peg_148	Helicase PriA essential for oriC/DnaA-independent DNA replication	15
MS2017_1961	SP60_04785	Rmag_0118	Rpac_peg_55	Rpha_peg_1929	Rple_peg_1412	Rrec_peg_865	Rsou_peg_1516	Vdia_peg_860	Vext_peg_849	COSY_0123	Vgig2_peg_19	Vsoy2_peg_352	Vgig1_peg_130	Vsoy1_peg_147	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	15
MS2017_1962	SP60_04780	Rmag_0117	Rpac_peg_56	Rpha_peg_1928	Rple_peg_1413	Rrec_peg_864	Rsou_peg_1517	Vdia_peg_861	Vext_peg_850	COSY_0122	Vgig2_peg_18	Vsoy2_peg_351	Vgig1_peg_129	Vsoy1_peg_146	Phosphoglycolate phosphatase (EC 3.1.3.18)	15
MS2017_1963	SP60_04775	Rmag_0116	Rpac_peg_57	Rpha_peg_1927	Rple_peg_1414	Rrec_peg_863	Rsou_peg_1518	Vdia_peg_862	Vext_peg_851	COSY_0121	Vgig2_peg_17	Vsoy2_peg_350	Vgig1_peg_128	Vsoy1_peg_145	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	15
MS2017_1968	SP60_04755	Rmag_0113	Rpac_peg_62	Rpha_peg_1923	Rple_peg_1418	Rrec_peg_857	Rsou_peg_1523	Vdia_peg_867	Vext_peg_856	COSY_0118	Vgig2_peg_13	Vsoy2_peg_347	Vgig1_peg_124	Vsoy1_peg_142	Xaa-Pro aminopeptidase (EC 3.4.11.9)	15
MS2017_1969	SP60_04750	Rmag_0112	Rpac_peg_63	Rpha_peg_1922	Rple_peg_1419	Rrec_peg_856	Rsou_peg_1524	Vdia_peg_868	Vext_peg_857	COSY_0117	Vgig2_peg_12	Vsoy2_peg_346	Vgig1_peg_123	Vsoy1_peg_141	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	15
MS2017_1970	SP60_04745	Rmag_0111	Rpac_peg_64	Rpha_peg_1921	Rple_peg_1420	Rrec_peg_855	Rsou_peg_1525	Vdia_peg_869	Vext_peg_858	COSY_0116	Vgig2_peg_11	Vsoy2_peg_345	Vgig1_peg_122	Vsoy1_peg_140	3'-to-5' oligoribonuclease (orn)	15
MS2017_1974	SP60_04735	Rmag_0109	Rpac_peg_66	Rpha_peg_1919	Rple_peg_1422	Rrec_peg_853	Rsou_peg_1527	Vdia_peg_871	Vext_peg_860	COSY_0113	Vgig2_peg_9	Vsoy2_peg_343	Vgig1_peg_121	Vsoy1_peg_139	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	15
MS2017_1975	SP60_04730	Rmag_0108	Rpac_peg_67	Rpha_peg_1918	Rple_peg_1423	Rrec_peg_852	Rsou_peg_1528	Vdia_peg_872	Vext_peg_861	COSY_0112	Vgig2_peg_8	Vsoy2_peg_342	Vgig1_peg_120	Vsoy1_peg_138	RNA polymerase sigma factor RpoD	15
MS2017_1978	SP60_04720	Rmag_0107	Rpac_peg_68	Rpha_peg_1917	Rple_peg_1424	Rrec_peg_851	Rsou_peg_1529	Vdia_peg_873	Vext_peg_862	COSY_0110	Vgig2_peg_7	Vsoy2_peg_340	Vgig1_peg_119	Vsoy1_peg_136	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	15
MS2017_1979	SP60_04715	Rmag_0106	Rpac_peg_69	Rpha_peg_1916	Rple_peg_1425	Rrec_peg_850	Rsou_peg_1530	Vdia_peg_874	Vext_peg_863	COSY_0109	Vgig2_peg_6	Vsoy2_peg_339	Vgig1_peg_118	Vsoy1_peg_135	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	15
MS2017_1980	SP60_04710	Rmag_0105	Rpac_peg_70	Rpha_peg_1915	Rple_peg_1426	Rrec_peg_849	Rsou_peg_1531	Vdia_peg_875	Vext_peg_864	COSY_0108	Vgig2_peg_5	Vsoy2_peg_338	Vgig1_peg_117	Vsoy1_peg_134	Lipid-A-disaccharide synthase (EC 2.4.1.182)	15
MS2017_1981	SP60_04705	Rmag_0104	Rpac_peg_71	Rpha_peg_1914	Rple_peg_1427	Rrec_peg_848	Rsou_peg_1532	Vdia_peg_876	Vext_peg_865	COSY_0107	Vgig2_peg_4	Vsoy2_peg_337	Vgig1_peg_116	Vsoy1_peg_133	RNA binding protein	15
MS2017_1990	SP60_04700	Rmag_0103	Rpac_peg_72	Rpha_peg_1913	Rple_peg_1428	Rrec_peg_847	Rsou_peg_1533	Vdia_peg_877	Vext_peg_866	COSY_0106	Vgig2_peg_3	Vsoy2_peg_336	Vgig1_peg_115	Vsoy1_peg_132	Diaminopimelate decarboxylase (EC 4.1.1.20)	15
MS2017_1993	SP60_04690	Rmag_0101	Rpac_peg_76	Rpha_peg_1895	Rple_peg_1431	Rrec_peg_843	Rsou_peg_1544	Vdia_peg_879	Vext_peg_868	COSY_0105	Vgig2_peg_1	Vsoy2_peg_333	Vgig1_peg_113	Vsoy1_peg_129	ADP compounds hydrolase NudE (EC 3.6.1.-)	15
MS2017_2004	SP60_04660	Rmag_0099	Rpac_peg_84	Rpha_peg_2163	Rple_peg_1434	Rrec_peg_837	Rsou_peg_1550	Vdia_peg_881	Vext_peg_870	COSY_0103	Vgig2_peg_858	Vsoy2_peg_331	Vgig1_peg_111	Vsoy1_peg_127	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	15
MS2017_2007	SP60_04650	Rmag_0098	Rpac_peg_85	Rpha_peg_2161	Rple_peg_1436	Rrec_peg_836	Rsou_peg_1552	Vdia_peg_883	Vext_peg_872	COSY_0101	Vgig2_peg_860	Vsoy2_peg_329	Vgig1_peg_109	Vsoy1_peg_125	Alkyl hydroperoxide reductase subunit C-like protein	15
MS2017_2008	SP60_04645	Rmag_0097	Rpac_peg_86	Rpha_peg_2160	Rple_peg_1437	Rrec_peg_835	Rsou_peg_1553	Vdia_peg_884	Vext_peg_873	COSY_0100	Vgig2_peg_861	Vsoy2_peg_328	Vgig1_peg_108	Vsoy1_peg_124	Cysteinyl-tRNA synthetase (EC 6.1.1.16)	15
MS2017_2038	SP60_04625	Rmag_0094	Rpac_peg_96	Rpha_peg_2145	Rple_peg_1450	Rrec_peg_825	Rsou_peg_1675	Vdia_peg_886	Vext_peg_875	COSY_0098	Vgig2_peg_863	Vsoy2_peg_326	Vgig1_peg_106	Vsoy1_peg_122	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	15
MS2017_2043	SP60_04605	Rmag_0091	Rpac_peg_100	Rpha_peg_2140	Rple_peg_1454	Rrec_peg_821	Rsou_peg_1671	Vdia_peg_889	Vext_peg_878	COSY_0095	Vgig2_peg_867	Vsoy2_peg_322	Vgig1_peg_102	Vsoy1_peg_118	hypothetical protein	15
MS2017_2044	SP60_04600	Rmag_0090	Rpac_peg_101	Rpha_peg_2139	Rple_peg_1455	Rrec_peg_820	Rsou_peg_1670	Vdia_peg_890	Vext_peg_879	COSY_0094	Vgig2_peg_868	Vsoy2_peg_321	Vgig1_peg_101	Vsoy1_peg_117	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	15
MS2017_2045	SP60_04595	Rmag_0089	Rpac_peg_102	Rpha_peg_2138	Rple_peg_1456	Rrec_peg_819	Rsou_peg_1669	Vdia_peg_891	Vext_peg_880	COSY_0093	Vgig2_peg_869	Vsoy2_peg_320	Vgig1_peg_100	Vsoy1_peg_116	FIG00909790: hypothetical protein	15
MS2017_2046	SP60_04590	Rmag_0088	Rpac_peg_103	Rpha_peg_2137	Rple_peg_1457	Rrec_peg_818	Rsou_peg_1668	Vdia_peg_892	Vext_peg_881	COSY_0092	Vgig2_peg_870	Vsoy2_peg_319	Vgig1_peg_99	Vsoy1_peg_115	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)	15
MS2017_2047	SP60_04585	Rmag_0087	Rpac_peg_104	Rpha_peg_2136	Rple_peg_1458	Rrec_peg_817	Rsou_peg_1667	Vdia_peg_893	Vext_peg_882	COSY_0091	Vgig2_peg_871	Vsoy2_peg_318	Vgig1_peg_98	Vsoy1_peg_114	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)	15
MS2017_2048	SP60_04580	Rmag_0086	Rpac_peg_105	Rpha_peg_2135	Rple_peg_1459	Rrec_peg_816	Rsou_peg_1666	Vdia_peg_894	Vext_peg_883	COSY_0090	Vgig2_peg_872	Vsoy2_peg_317	Vgig1_peg_97	Vsoy1_peg_113	Adenylylsulfate reductase membrane anchor	15
MS2017_2049	SP60_04575	Rmag_0085	Rpac_peg_106	Rpha_peg_2134	Rple_peg_1460	Rrec_peg_815	Rsou_peg_1665	Vdia_peg_895	Vext_peg_884	COSY_0089	Vgig2_peg_873	Vsoy2_peg_316	Vgig1_peg_96	Vsoy1_peg_112	Sulfate adenylyltransferase (EC 2.7.7.4)	15
MS2017_2051	SP60_04565	Rmag_0083	Rpac_peg_108	Rpha_peg_2132	Rple_peg_1462	Rrec_peg_812	Rsou_peg_1663	Vdia_peg_896	Vext_peg_885	COSY_0088	Vgig2_peg_874	Vsoy2_peg_315	Vgig1_peg_95	Vsoy1_peg_111	hypothetical protein	15
MS2017_2052	SP60_04560	Rmag_0082	Rpac_peg_109	Rpha_peg_2131	Rple_peg_1463	Rrec_peg_811	Rsou_peg_1662	Vdia_peg_897	Vext_peg_886	COSY_0087	Vgig2_peg_875	Vsoy2_peg_314	Vgig1_peg_94	Vsoy1_peg_110	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	15
MS2017_2058	SP60_04555	Rmag_0080	Rpac_peg_113	Rpha_peg_2127	Rple_peg_1467	Rrec_peg_810	Rsou_peg_1660	Vdia_peg_898	Vext_peg_887	COSY_0086	Vgig2_peg_877	Vsoy2_peg_313	Vgig1_peg_93	Vsoy1_peg_109	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)	15
MS2017_2063	SP60_04550	Rmag_0079	Rpac_peg_116	Rpha_peg_2125	Rple_peg_1468	Rrec_peg_807	Rsou_peg_1659	Vdia_peg_899	Vext_peg_888	COSY_0085	Vgig2_peg_878	Vsoy2_peg_312	Vgig1_peg_92	Vsoy1_peg_108	Arginyl-tRNA synthetase (EC 6.1.1.19)	15
MS2017_2069	SP60_04545	Rmag_0078	Rpac_peg_117	Rpha_peg_2124	Rple_peg_1469	Rrec_peg_806	Rsou_peg_1658	Vdia_peg_900	Vext_peg_889	COSY_0084	Vgig2_peg_879	Vsoy2_peg_311	Vgig1_peg_91	Vsoy1_peg_107	DNA polymerase I (EC 2.7.7.7)	15
MS2017_2070	SP60_04540	Rmag_0077	Rpac_peg_118	Rpha_peg_2123	Rple_peg_1470	Rrec_peg_805	Rsou_peg_1657	Vdia_peg_901	Vext_peg_890	COSY_0083	Vgig2_peg_880	Vsoy2_peg_310	Vgig1_peg_90	Vsoy1_peg_106	Zinc ABC transporter, ATP-binding protein ZnuC	15
MS2017_2071	SP60_04525	Rmag_0074	Rpac_peg_122	Rpha_peg_750	Rple_peg_1473	Rrec_peg_802	Rsou_peg_1652	Vdia_peg_904	Vext_peg_893	COSY_0080	Vgig2_peg_884	Vsoy2_peg_307	Vgig1_peg_86	Vsoy1_peg_103	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	15
MS2017_2074	SP60_04510	Rmag_0073	Rpac_peg_124	Rpha_peg_752	Rple_peg_1476	Rrec_peg_800	Rsou_peg_1650	Vdia_peg_906	Vext_peg_895	COSY_0079	Vgig2_peg_885	Vsoy2_peg_306	Vgig1_peg_85	Vsoy1_peg_102	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	15
MS2017_2075	SP60_04505	Rmag_0072	Rpac_peg_125	Rpha_peg_753	Rple_peg_1477	Rrec_peg_799	Rsou_peg_1649	Vdia_peg_907	Vext_peg_896	COSY_0078	Vgig2_peg_886	Vsoy2_peg_305	Vgig1_peg_84	Vsoy1_peg_101	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	15
MS2017_2076	SP60_04500	Rmag_0071	Rpac_peg_126	Rpha_peg_754	Rple_peg_1478	Rrec_peg_798	Rsou_peg_1648	Vdia_peg_908	Vext_peg_897	COSY_0077	Vgig2_peg_887	Vsoy2_peg_304	Vgig1_peg_83	Vsoy1_peg_100	Putative deoxyribonuclease YcfH	15
MS2017_2079	SP60_04495	Rmag_0070	Rpac_peg_127	Rpha_peg_755	Rple_peg_1479	Rrec_peg_797	Rsou_peg_1647	Vdia_peg_909	Vext_peg_898	COSY_0076	Vgig2_peg_888	Vsoy2_peg_303	Vgig1_peg_82	Vsoy1_peg_99	Phage tape measure	15
MS2017_2081	SP60_04485	Rmag_0068	Rpac_peg_129	Rpha_peg_757	Rple_peg_1482	Rrec_peg_795	Rsou_peg_1645	Vdia_peg_910	Vext_peg_899	COSY_0075	Vgig2_peg_889	Vsoy2_peg_302	Vgig1_peg_81	Vsoy1_peg_98	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	15
MS2017_2086	SP60_04480	Rmag_0067	Rpac_peg_130	Rpha_peg_758	Rple_peg_1483	Rrec_peg_794	Rsou_peg_1641	Vdia_peg_911	Vext_peg_900	COSY_0074	Vgig2_peg_890	Vsoy2_peg_301	Vgig1_peg_80	Vsoy1_peg_97	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	15
MS2017_2087	SP60_04475	Rmag_0066	Rpac_peg_131	Rpha_peg_759	Rple_peg_1484	Rrec_peg_793	Rsou_peg_1640	Vdia_peg_912	Vext_peg_901	COSY_0073	Vgig2_peg_891	Vsoy2_peg_300	Vgig1_peg_79	Vsoy1_peg_96	Pyruvate kinase (EC 2.7.1.40)	15
MS2017_2088	SP60_04470	Rmag_0065	Rpac_peg_132	Rpha_peg_760	Rple_peg_1485	Rrec_peg_792	Rsou_peg_1639	Vdia_peg_913	Vext_peg_902	COSY_0072	Vgig2_peg_892	Vsoy2_peg_299	Vgig1_peg_78	Vsoy1_peg_95	Phosphoglycerate kinase (EC 2.7.2.3)	15
MS2017_2090	SP60_04460	Rmag_0063	Rpac_peg_134	Rpha_peg_763	Rple_peg_1487	Rrec_peg_790	Rsou_peg_1637	Vdia_peg_914	Vext_peg_903	COSY_0071	Vgig2_peg_893	Vsoy2_peg_298	Vgig1_peg_77	Vsoy1_peg_94	NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13) / NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	15
MS2017_2091	SP60_04455	Rmag_0062	Rpac_peg_135	Rpha_peg_764	Rple_peg_1488	Rrec_peg_789	Rsou_peg_1636	Vdia_peg_915	Vext_peg_904	COSY_0070	Vgig2_peg_894	Vsoy2_peg_297	Vgig1_peg_76	Vsoy1_peg_93	Transketolase (EC 2.2.1.1)	15
MS2017_2097	SP60_04385	Rmag_0061	Rpac_peg_145	Rpha_peg_765	Rple_peg_1489	Rrec_peg_788	Rsou_peg_571	Vdia_peg_920	Vext_peg_909	COSY_0065	Vgig2_peg_897	Vsoy2_peg_294	Vgig1_peg_72	Vsoy1_peg_90	Dephospho-CoA kinase (EC 2.7.1.24)	15
MS2017_2101	SP60_04365	Rmag_0058	Rpac_peg_148	Rpha_peg_768	Rple_peg_1496	Rrec_peg_782	Rsou_peg_575	Vdia_peg_922	Vext_peg_911	COSY_0063	Vgig2_peg_899	Vsoy2_peg_292	Vgig1_peg_70	Vsoy1_peg_88	21 kDa hemolysin precursor	15
MS2017_2107	SP60_04335	Rmag_0055	Rpac_peg_160	Rpha_peg_785	Rple_peg_1504	Rrec_peg_775	Rsou_peg_581	Vdia_peg_925	Vext_peg_914	COSY_0060	Vgig2_peg_902	Vsoy2_peg_288	Vgig1_peg_67	Vsoy1_peg_85	Ribosome-binding factor A	15
MS2017_2108	SP60_04330	Rmag_0054	Rpac_peg_161	Rpha_peg_786	Rple_peg_1505	Rrec_peg_774	Rsou_peg_582	Vdia_peg_926	Vext_peg_915	COSY_0059	Vgig2_peg_903	Vsoy2_peg_287	Vgig1_peg_66	Vsoy1_peg_84	Translation initiation factor 2	15
MS2017_2109	SP60_04325	Rmag_0053	Rpac_peg_162	Rpha_peg_787	Rple_peg_1506	Rrec_peg_773	Rsou_peg_583	Vdia_peg_927	Vext_peg_916	COSY_0058	Vgig2_peg_904	Vsoy2_peg_286	Vgig1_peg_65	Vsoy1_peg_83	Transcription termination protein NusA	15
MS2017_2110	SP60_04320	Rmag_0052	Rpac_peg_163	Rpha_peg_788	Rple_peg_1507	Rrec_peg_772	Rsou_peg_584	Vdia_peg_928	Vext_peg_917	COSY_0057	Vgig2_peg_905	Vsoy2_peg_285	Vgig1_peg_64	Vsoy1_peg_82	FIG000325: clustered with transcription termination protein NusA	15
MS2017_2121	SP60_04310	Rmag_0051	Rpac_peg_164	Rpha_peg_789	Rple_peg_1508	Rrec_peg_771	Rsou_peg_585	Vdia_peg_929	Vext_peg_918	COSY_0055	Vgig2_peg_906	Vsoy2_peg_284	Vgig1_peg_63	Vsoy1_peg_81	Glutathione synthetase (EC 6.3.2.3)	15
MS2017_2122	SP60_04305	Rmag_0050	Rpac_peg_165	Rpha_peg_790	Rple_peg_1509	Rrec_peg_770	Rsou_peg_586	Vdia_peg_930	Vext_peg_919	COSY_0054	Vgig2_peg_907	Vsoy2_peg_283	Vgig1_peg_62	Vsoy1_peg_80	Protein crcB homolog	15
MS2017_2128	SP60_03795	Rmag_1052	Rpac_peg_859	Rpha_peg_915	Rple_peg_1107	Rrec_peg_665	Rsou_peg_1600	Vdia_peg_4	Vext_peg_1	COSY_0952	Vgig2_peg_855	Vsoy2_peg_205		Vsoy1_peg_991	FIG048548: ATP synthase protein I2	14
MS2017_2129	SP60_03790	Rmag_1051	Rpac_peg_858	Rpha_peg_914	Rple_peg_1106	Rrec_peg_664	Rsou_peg_1599	Vdia_peg_5	Vext_peg_2	COSY_0951	Vgig2_peg_854	Vsoy2_peg_204	Vgig1_peg_980	Vsoy1_peg_990	ATP synthase F0 sector subunit a	15
MS2017_2130	SP60_03785	Rmag_1050	Rpac_peg_857	Rpha_peg_913	Rple_peg_1105	Rrec_peg_663	Rsou_peg_1598	Vdia_peg_6	Vext_peg_3	COSY_0950	Vgig2_peg_853	Vsoy2_peg_203	Vgig1_peg_979	Vsoy1_peg_989	ATP synthase F0 sector subunit c (EC 3.6.3.14)	15
MS2017_2131	SP60_03780	Rmag_1049	Rpac_peg_856	Rpha_peg_912	Rple_peg_1104	Rrec_peg_662	Rsou_peg_1597	Vdia_peg_7	Vext_peg_4	COSY_0949	Vgig2_peg_852	Vsoy2_peg_202	Vgig1_peg_978	Vsoy1_peg_988	ATP synthase F0 sector subunit b	15
MS2017_2132	SP60_03775	Rmag_1048	Rpac_peg_855	Rpha_peg_911	Rple_peg_1103	Rrec_peg_661	Rsou_peg_1596	Vdia_peg_8	Vext_peg_5	COSY_0948	Vgig2_peg_851	Vsoy2_peg_201	Vgig1_peg_977	Vsoy1_peg_987	ATP synthase delta chain (EC 3.6.3.14)	15
MS2017_2133	SP60_03770	Rmag_1047	Rpac_peg_854	Rpha_peg_910	Rple_peg_1102	Rrec_peg_660	Rsou_peg_1595	Vdia_peg_9	Vext_peg_6	COSY_0947	Vgig2_peg_850	Vsoy2_peg_200	Vgig1_peg_976	Vsoy1_peg_986	ATP synthase alpha chain (EC 3.6.3.14)	15
MS2017_2134	SP60_03765	Rmag_1046	Rpac_peg_853	Rpha_peg_909	Rple_peg_1101	Rrec_peg_659	Rsou_peg_1594	Vdia_peg_10	Vext_peg_7	COSY_0946	Vgig2_peg_849	Vsoy2_peg_199	Vgig1_peg_975	Vsoy1_peg_985	ATP synthase gamma chain (EC 3.6.3.14)	15
MS2017_2135	SP60_03760	Rmag_1045	Rpac_peg_852	Rpha_peg_908	Rple_peg_1099	Rrec_peg_658	Rsou_peg_1593	Vdia_peg_11	Vext_peg_8	COSY_0945	Vgig2_peg_848	Vsoy2_peg_198	Vgig1_peg_974	Vsoy1_peg_984	ATP synthase beta chain (EC 3.6.3.14)	15
MS2017_2136	SP60_03755	Rmag_1044	Rpac_peg_851	Rpha_peg_907	Rple_peg_1098	Rrec_peg_657	Rsou_peg_1592	Vdia_peg_12	Vext_peg_9	COSY_0944	Vgig2_peg_847	Vsoy2_peg_197	Vgig1_peg_972	Vsoy1_peg_983	ATP synthase epsilon chain (EC 3.6.3.14)	15
MS2017_2140	SP60_03745	Rmag_1043	Rpac_peg_849	Rpha_peg_905	Rple_peg_1096	Rrec_peg_655	Rsou_peg_1590	Vdia_peg_13	Vext_peg_10	COSY_0943	Vgig2_peg_846	Vsoy2_peg_196	Vgig1_peg_971	Vsoy1_peg_982	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	15
MS2017_2143	SP60_03735	Rmag_1041	Rpac_peg_847	Rpha_peg_903	Rple_peg_1093	Rrec_peg_653	Rsou_peg_1588	Vdia_peg_14	Vext_peg_11	COSY_0942	Vgig2_peg_845	Vsoy2_peg_194	Vgig1_peg_970	Vsoy1_peg_980	hypothetical protein	15
MS2017_2144	SP60_03730	Rmag_1040	Rpac_peg_846	Rpha_peg_902	Rple_peg_1092	Rrec_peg_652	Rsou_peg_1587	Vdia_peg_15	Vext_peg_12	COSY_0941	Vgig2_peg_844	Vsoy2_peg_193	Vgig1_peg_969	Vsoy1_peg_979	Inner membrane protein translocase component YidC, long form	15
MS2017_2145	SP60_03725	Rmag_1039	Rpac_peg_845	Rpha_peg_901	Rple_peg_1091	Rrec_peg_651	Rsou_peg_1586	Vdia_peg_16	Vext_peg_13	COSY_0940	Vgig2_peg_843	Vsoy2_peg_192	Vgig1_peg_967	Vsoy1_peg_978	Protein YidD	15
MS2017_2146	SP60_03720	Rmag_1038	Rpac_peg_844	Rpha_peg_900	Rple_peg_1090	Rrec_peg_650	Rsou_peg_1585	Vdia_peg_17	Vext_peg_14	COSY_0939	Vgig2_peg_842	Vsoy2_peg_191	Vgig1_peg_966	Vsoy1_peg_977	Ribonuclease P protein component (EC 3.1.26.5)	15
MS2017_2147	SP60_03715	Rmag_1037	Rpac_peg_843	Rpha_peg_899	Rple_peg_1089	Rrec_peg_649	Rsou_peg_1584	Vdia_peg_18	Vext_peg_15	COSY_0938	Vgig2_peg_841	Vsoy2_peg_190	Vgig1_peg_965	Vsoy1_peg_976	LSU ribosomal protein L34p	15
MS2017_2161	SP60_03685	Rmag_1032	Rpac_peg_834	Rpha_peg_882	Rple_peg_1074	Rrec_peg_639	Rsou_peg_1573	Vdia_peg_24	Vext_peg_21	COSY_0934	Vgig2_peg_836	Vsoy2_peg_185	Vgig1_peg_960	Vsoy1_peg_971	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	15
MS2017_2164	SP60_03680	Rmag_1031	Rpac_peg_829	Rpha_peg_881	Rple_peg_1073	Rrec_peg_634	Rsou_peg_1571	Vdia_peg_25	Vext_peg_22	COSY_0933	Vgig2_peg_835	Vsoy2_peg_184		Vsoy1_peg_970	Tryptophan synthase beta chain (EC 4.2.1.20)	14
MS2017_2168	SP60_03665	Rmag_1030	Rpac_peg_826	Rpha_peg_874	Rple_peg_1070	Rrec_peg_630	Rsou_peg_392	Vdia_peg_27	Vext_peg_24	COSY_0932	Vgig2_peg_834	Vsoy2_peg_183		Vsoy1_peg_968	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	14
MS2017_2172	SP60_03650	Rmag_1027	Rpac_peg_823	Rpha_peg_871	Rple_peg_1067	Rrec_peg_627	Rsou_peg_395	Vdia_peg_30	Vext_peg_27	COSY_0929	Vgig2_peg_831	Vsoy2_peg_180	Vgig1_peg_947	Vsoy1_peg_965	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent	15
MS2017_2173	SP60_03645	Rmag_1026	Rpac_peg_822	Rpha_peg_870	Rple_peg_1066	Rrec_peg_626	Rsou_peg_396	Vdia_peg_31	Vext_peg_28	COSY_0928	Vgig2_peg_830	Vsoy2_peg_179		Vsoy1_peg_964	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	14
MS2017_2176	SP60_03640	Rmag_1025	Rpac_peg_821	Rpha_peg_869	Rple_peg_1065	Rrec_peg_625	Rsou_peg_397	Vdia_peg_32	Vext_peg_29	COSY_0927	Vgig2_peg_829	Vsoy2_peg_178	Vgig1_peg_944	Vsoy1_peg_963	Tryptophan synthase alpha chain (EC 4.2.1.20)	15
MS2017_2177	SP60_03635	Rmag_1024	Rpac_peg_820	Rpha_peg_868	Rple_peg_1064	Rrec_peg_624	Rsou_peg_398	Vdia_peg_33	Vext_peg_30	COSY_0926	Vgig2_peg_828	Vsoy2_peg_177	Vgig1_peg_943	Vsoy1_peg_962	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	15
MS2017_2179	SP60_03625	Rmag_1023	Rpac_peg_818	Rpha_peg_866	Rple_peg_1062	Rrec_peg_622	Rsou_peg_400	Vdia_peg_35	Vext_peg_32	COSY_0924	Vgig2_peg_826	Vsoy2_peg_175	Vgig1_peg_941	Vsoy1_peg_960	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	15
MS2017_2180	SP60_03620	Rmag_1022	Rpac_peg_817	Rpha_peg_865	Rple_peg_1061	Rrec_peg_621	Rsou_peg_401	Vdia_peg_36	Vext_peg_33	COSY_0923	Vgig2_peg_825	Vsoy2_peg_174	Vgig1_peg_940	Vsoy1_peg_959	Sugar kinases, ribokinase family	15
