	T_autotrophicus	B_thermophilus_symbiont	R_fausta	R_magnifica	R_pacifica	R_phaseoliformis	R_pliocardia	R_rectimargo	R_southwardae	V_diagonalis	V_extenta	V_gigas1	V_gigas2	V_marissinica	V_okutanii	V_soyoae1	V_soyoae2	Genome_Count	Gene	Function
OG0000490	SP60_05530	MS2017_1790	HUE58_RS00465	Rmag_0222	Rpac_peg_339	Rpha_peg_2194	Rpli_peg_88	Rrec_peg_241	Rsou_peg_1018	Vdia_peg_769	Vext_peg_758	Vgig1_peg_715	Vgig2_peg_602	Vmar_0213	COSY_0216	Vsoy1_peg_238	Vsoy2_peg_443	17	hemL	Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)
OG0000491	SP60_05335	MS2017_1832	HUE58_RS03885	Rmag_0184	Rpac_peg_1044	Rpha_peg_1600	Rpli_peg_46	Rrec_peg_945	Rsou_peg_1230	Vdia_peg_797	Vext_peg_786	Vgig1_peg_744	Vgig2_peg_633	Vmar_0184	COSY_0188	Vsoy1_peg_209	Vsoy2_peg_414	17	rplO	LSU ribosomal protein L15p (L27Ae)
OG0000492	SP60_05525	MS2017_1791	HUE58_RS00460	Rmag_0221	Rpac_peg_338	Rpha_peg_2195	Rpli_peg_87	Rrec_peg_242	Rsou_peg_1017	Vdia_peg_770	Vext_peg_759	Vgig1_peg_716	Vgig2_peg_603	Vmar_0212	COSY_0215	Vsoy1_peg_237	Vsoy2_peg_442	17	holB	DNA polymerase III delta prime subunit (EC 2.7.7.7)
OG0000493	SP60_05330_pseudo	MS2017_1833	HUE58_RS03890	Rmag_0183	Rpac_peg_1043	Rpha_peg_1599	Rpli_peg_47	Rrec_peg_944	Rsou_peg_1231	Vdia_peg_798	Vext_peg_787	Vgig1_peg_745	Vgig2_peg_634	Vmar_0183	COSY_0187	Vsoy1_peg_208	Vsoy2_peg_413	17	rpmD	LSU ribosomal protein L30p (L7e)
OG0000494	SP60_04700	MS2017_1990	HUE58_RS06330	Rmag_0103	Rpac_peg_72	Rpha_peg_1913	Rpli_peg_1428	Rrec_peg_847	Rsou_peg_1533	Vdia_peg_877	Vext_peg_866	Vgig1_peg_115	Vgig2_peg_3	Vmar_0105	COSY_0106	Vsoy1_peg_132	Vsoy2_peg_336	17	lysA	Diaminopimelate decarboxylase (EC 4.1.1.20)
OG0000495	SP60_06835_pseudo	MS2017_0680	HUE58_RS03405	Rmag_0688	Rpac_peg_1154	Rpha_peg_681	Rpli_peg_215	Rrec_peg_1434	Rsou_peg_175	Vdia_peg_331	Vext_peg_323	Vgig1_peg_285	Vgig2_peg_173	Vmar_0646	COSY_0638	Vsoy1_peg_673	Vsoy2_peg_873	17	nirB	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)
OG0000496	SP60_05325	MS2017_1834	HUE58_RS03895	Rmag_0182	Rpac_peg_1042	Rpha_peg_1598	Rpli_peg_48	Rrec_peg_943	Rsou_peg_1232	Vdia_peg_799	Vext_peg_788	Vgig1_peg_746	Vgig2_peg_635	Vmar_0182	COSY_0186	Vsoy1_peg_207	Vsoy2_peg_412	17	rpsE	SSU ribosomal protein S5p (S2e)
OG0000497	SP60_05510_pseudo	MS2017_1793	HUE58_RS00445_pseudo	Rmag_0218_pseudo	Rpac_peg_335_pseudo	Rpha_peg_2199_pseudo	Rpli_peg_84	Rrec_peg_244_pseudo	Rsou_peg_1015	Vdia_peg_772_pseudo	Vext_peg_761_pseudo	Vgig1_peg_719_pseudo	Vgig2_peg_606_pseudo	Vmar_0210_pseudo	COSY_0213_pseudo	Vsoy1_peg_235_pseudo	Vsoy2_peg_440_pseudo	17	pabC	Aminodeoxychorismate lyase (EC 4.1.3.38)
OG0000498	SP60_00145	MS2017_1169	HUE58_RS02215	Rmag_0504	Rpac_peg_892	Rpha_peg_267	Rpli_peg_1220	Rrec_peg_1160	Rsou_peg_1190	Vdia_peg_512	Vext_peg_499	Vgig1_peg_466	Vgig2_peg_351	Vmar_0466	COSY_0462	Vsoy1_peg_492	Vsoy2_peg_691	17	ribE	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
OG0000499	SP60_05320	MS2017_1835	HUE58_RS03900	Rmag_0181	Rpac_peg_1041	Rpha_peg_1597	Rpli_peg_49	Rrec_peg_942	Rsou_peg_1233	Vdia_peg_800	Vext_peg_789	Vgig1_peg_747	Vgig2_peg_636	Vmar_0181	COSY_0185	Vsoy1_peg_206	Vsoy2_peg_411	17	rplR	LSU ribosomal protein L18p (L5e)
OG0000500	SP60_06005	MS2017_0450	HUE58_RS00025	Rmag_0816	Rpac_peg_239	Rpha_peg_1999	Rpli_peg_416	Rrec_peg_341	Rsou_peg_1182	Vdia_peg_210	Vext_peg_205	Vgig1_peg_173	Vgig2_peg_63	Vmar_0755	COSY_0741	Vsoy1_peg_782	Vsoy2_peg_983	17	nusG	Transcription antitermination protein NusG
OG0000501	SP60_00480	MS2017_0889	HUE58_RS01840	Rmag_0452	Rpac_peg_977	Rpha_peg_390	Rpli_peg_1300	Rrec_peg_1077	Rsou_peg_1397	Vdia_peg_557	Vext_peg_545	Vgig1_peg_514	Vgig2_peg_401	Vmar_0421	COSY_0418	Vsoy1_peg_445	Vsoy2_peg_644	17	argF	Ornithine carbamoyltransferase (EC 2.1.3.3)
OG0000502	SP60_05505	MS2017_1794	HUE58_RS00440	Rmag_0217	Rpac_peg_334	Rpha_peg_2200	Rpli_peg_83	Rrec_peg_245	Rsou_peg_1013	Vdia_peg_773	Vext_peg_762	Vgig1_peg_720	Vgig2_peg_607	Vmar_0209	COSY_0212	Vsoy1_peg_234	Vsoy2_peg_439	17		Permease of the major facilitator superfamily
OG0000503	SP60_05315	MS2017_1836	HUE58_RS03905	Rmag_0180	Rpac_peg_1040	Rpha_peg_1596	Rpli_peg_50	Rrec_peg_941	Rsou_peg_1234	Vdia_peg_801	Vext_peg_790	Vgig1_peg_748	Vgig2_peg_637	Vmar_0180	COSY_0184	Vsoy1_peg_205	Vsoy2_peg_410	17	rplF	LSU ribosomal protein L6p (L9e)
OG0000504	SP60_04690	MS2017_1993	HUE58_RS06315	Rmag_0101	Rpac_peg_76	Rpha_peg_1895	Rpli_peg_1431	Rrec_peg_843	Rsou_peg_1544	Vdia_peg_879	Vext_peg_868	Vgig1_peg_113	Vgig2_peg_1	Vmar_0103	COSY_0105	Vsoy1_peg_129	Vsoy2_peg_333	17	nudE	ADP compounds hydrolase NudE (EC 3.6.1.-)
OG0000505	SP60_06010	MS2017_0451	HUE58_RS00030	Rmag_0815	Rpac_peg_240	Rpha_peg_2000	Rpli_peg_415	Rrec_peg_340	Rsou_peg_1181	Vdia_peg_211	Vext_peg_206	Vgig1_peg_174	Vgig2_peg_64	Vmar_0754	COSY_0740	Vsoy1_peg_781	Vsoy2_peg_982	17	rplK	LSU ribosomal protein L11p (L12e)
OG0000506	SP60_00475	MS2017_0890	HUE58_RS01845	Rmag_0453	Rpac_peg_976	Rpha_peg_389	Rpli_peg_1299	Rrec_peg_1078	Rsou_peg_1396	Vdia_peg_556	Vext_peg_544	Vgig1_peg_513	Vgig2_peg_400	Vmar_0422	COSY_0419	Vsoy1_peg_446	Vsoy2_peg_645	17	argD	Acetylornithine aminotransferase (EC 2.6.1.11)
OG0000507	SP60_05500	MS2017_1795	HUE58_RS00435	Rmag_0216	Rpac_peg_333	Rpha_peg_2201	Rpli_peg_82	Rrec_peg_246	Rsou_peg_1012	Vdia_peg_774	Vext_peg_763	Vgig1_peg_721	Vgig2_peg_608	Vmar_0208	COSY_0211	Vsoy1_peg_233	Vsoy2_peg_438	17		FIG01199972: hypothetical protein
OG0000508	SP60_05310	MS2017_1837	HUE58_RS03910	Rmag_0179	Rpac_peg_1039	Rpha_peg_1595	Rpli_peg_51	Rrec_peg_940	Rsou_peg_1235	Vdia_peg_802	Vext_peg_791	Vgig1_peg_749	Vgig2_peg_638	Vmar_0179	COSY_0183	Vsoy1_peg_204	Vsoy2_peg_409	17	rpsH	SSU ribosomal protein S8p (S15Ae)
OG0000509	SP60_07490	MS2017_0796	HUE58_RS02830	Rmag_0591	Rpac_peg_1274	Rpha_peg_106	Rpli_peg_568	Rrec_peg_1303	Rsou_peg_763	Vdia_peg_429_pseudo	Vext_peg_417_pseudo	Vgig1_peg_384	Vgig2_peg_269	Vmar_0551	COSY_0546	Vsoy1_peg_576	Vsoy2_peg_775	17	ihfB	Integration host factor beta subunit
OG0000510	SP60_01715	MS2017_1716	HUE58_RS04200	Rmag_0841	Rpac_peg_598	Rpha_peg_1511	Rpli_peg_797	Rrec_peg_392	Rsou_peg_970	Vdia_peg_190	Vext_peg_185	Vgig1_peg_784	Vgig2_peg_673	Vmar_0776	COSY_0766	Vsoy1_peg_803	Vsoy2_peg_19	17	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)
OG0000511	SP60_04085	MS2017_0019	HUE58_RS05700	Rmag_0013	Rpac_peg_217	Rpha_peg_1040	Rpli_peg_1578	Rrec_peg_715	Rsou_peg_1787	Vdia_peg_970	Vext_peg_958	Vgig1_peg_23	Vgig2_peg_945	Vmar_0014	COSY_0014	Vsoy1_peg_39	Vsoy2_peg_243	17	secA	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
OG0000512	SP60_01465	MS2017_1631	HUE58_RS01040	Rmag_0314	Rpac_peg_474	Rpha_peg_1709	Rpli_peg_633	Rrec_peg_116	Rsou_peg_609	Vdia_peg_683	Vext_peg_672	Vgig1_peg_634	Vgig2_peg_521	Vmar_0296	COSY_0295	Vsoy1_peg_322	Vsoy2_peg_526	17	glcE	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE
OG0000513	SP60_01470	MS2017_1632	HUE58_RS01035	Rmag_0313	Rpac_peg_473	Rpha_peg_1710_pseudo	Rpli_peg_632	Rrec_peg_117	Rsou_peg_608	Vdia_peg_685_pseudo	Vext_peg_674_pseudo	Vgig1_peg_635	Vgig2_peg_522	Vmar_0295	COSY_0294	Vsoy1_peg_321	Vsoy2_peg_525	17	glcD	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD
OG0000514	SP60_01720	MS2017_1718	HUE58_RS04210	Rmag_0843	Rpac_peg_600	Rpha_peg_1509	Rpli_peg_799	Rrec_peg_394	Rsou_peg_968	Vdia_peg_188	Vext_peg_183	Vgig1_peg_786	Vgig2_peg_675	Vmar_0778	COSY_0768	Vsoy1_peg_805	Vsoy2_peg_21	17	lpxK	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)
OG0000515	SP60_04095	MS2017_0022	HUE58_RS05710	Rmag_0015	Rpac_peg_215	Rpha_peg_1042	Rpli_peg_1575	Rrec_peg_717	Rsou_peg_1785	Vdia_peg_969	Vext_peg_957	Vgig1_peg_25	Vgig2_peg_943	Vmar_0017	COSY_0015	Vsoy1_peg_41	Vsoy2_peg_245	17	pyrC	Dihydroorotase (EC 3.5.2.3)
OG0000516	SP60_06120	MS2017_0486	HUE58_RS00125	Rmag_0797	Rpac_peg_263	Rpha_peg_2027	Rpli_peg_389	Rrec_peg_318	Rsou_peg_1154	Vdia_peg_229_pseudo	Vext_peg_224_pseudo	Vgig1_peg_192	Vgig2_peg_82	Vmar_0737	COSY_0723	Vsoy1_peg_764	Vsoy2_peg_965	17	mrdA	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
OG0000517	SP60_01730	MS2017_1721	HUE58_RS04215	Rmag_0844	Rpac_peg_602	Rpha_peg_1506	Rpli_peg_801	Rrec_peg_396	Rsou_peg_5	Vdia_peg_186	Vext_peg_181	Vgig1_peg_788	Vgig2_peg_677	Vmar_0779	COSY_0769	Vsoy1_peg_807	Vsoy2_peg_23	17	lolE	Lipoprotein releasing system transmembrane protein LolE
OG0000518	SP60_07560	MS2017_0800	HUE58_RS02805	Rmag_0589	Rpac_peg_1279	Rpha_peg_117	Rpli_peg_575	Rrec_peg_1297	Rsou_peg_773	Vdia_peg_431_pseudo	Vext_peg_419_pseudo	Vgig1_peg_386	Vgig2_peg_271	Vmar_0549	COSY_0543	Vsoy1_peg_574	Vsoy2_peg_773	17	rsgA	Ribosome small subunit-stimulated GTPase EngC
OG0000519	SP60_01480	MS2017_1636	HUE58_RS01025	Rmag_0312	Rpac_peg_472	Rpha_peg_1713	Rpli_peg_631	Rrec_peg_120	Rsou_peg_605	Vdia_peg_689_pseudo	Vext_peg_678_pseudo	Vgig1_peg_636	Vgig2_peg_523	Vmar_0294	COSY_0293	Vsoy1_peg_320	Vsoy2_peg_524	17	agxt	Serine--pyruvate aminotransferase (EC 2.6.1.51) / L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)
OG0000520	SP60_06130	MS2017_0488	HUE58_RS00135	Rmag_0795	Rpac_peg_265	Rpha_peg_2029	Rpli_peg_387	Rrec_peg_316	Rsou_peg_1152	Vdia_peg_233_pseudo	Vext_peg_228_pseudo	Vgig1_peg_194	Vgig2_peg_84	Vmar_0735	COSY_0721	Vsoy1_peg_762	Vsoy2_peg_963	17	mreC	Rod shape-determining protein MreC
OG0000521	SP60_01735	MS2017_1722	HUE58_RS04220	Rmag_0845	Rpac_peg_603	Rpha_peg_1505	Rpli_peg_802	Rrec_peg_397	Rsou_peg_6	Vdia_peg_185	Vext_peg_180	Vgig1_peg_789	Vgig2_peg_678	Vmar_0780	COSY_0770	Vsoy1_peg_808	Vsoy2_peg_24	17	lolD	Lipoprotein releasing system ATP-binding protein LolD
OG0000522	SP60_07565	MS2017_0801	HUE58_RS02800	Rmag_0588	Rpac_peg_1280	Rpha_peg_118	Rpli_peg_576	Rrec_peg_1296	Rsou_peg_774	Vdia_peg_432	Vext_peg_420	Vgig1_peg_387	Vgig2_peg_272	Vmar_0548	COSY_0542	Vsoy1_peg_573	Vsoy2_peg_772	17		Hypothetical protein
OG0000523	SP60_06140	MS2017_0490	HUE58_RS00145	Rmag_0793	Rpac_peg_267	Rpha_peg_2031	Rpli_peg_385	Rrec_peg_314	Rsou_peg_1150	Vdia_peg_237	Vext_peg_232	Vgig1_peg_196	Vgig2_peg_86	Vmar_0733	COSY_0719	Vsoy1_peg_760	Vsoy2_peg_961	17	fumB	Fumarate hydratase class I, aerobic (EC 4.2.1.2)
OG0000524	SP60_07570	MS2017_0802	HUE58_RS02795	Rmag_0587	Rpac_peg_1281	Rpha_peg_119	Rpli_peg_577	Rrec_peg_1295	Rsou_peg_775	Vdia_peg_433	Vext_peg_421	Vgig1_peg_388	Vgig2_peg_273	Vmar_0547	COSY_0541	Vsoy1_peg_572	Vsoy2_peg_771	17	ste24	Peptidase, M48 family
OG0000525	SP60_01745	MS2017_1725	HUE58_RS04240	Rmag_0847	Rpac_peg_609	Rpha_peg_1498	Rpli_peg_809	Rrec_peg_401	Rsou_peg_15	Vdia_peg_184	Vext_peg_179	Vgig1_peg_791	Vgig2_peg_680	Vmar_0782	COSY_0772	Vsoy1_peg_810	Vsoy2_peg_26	17	oadB/madB	Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)
OG0000526	SP60_01485	MS2017_1640	HUE58_RS01020	Rmag_0311	Rpac_peg_469	Rpha_peg_1716	Rpli_peg_210	Rrec_peg_124	Rsou_peg_1712	Vdia_peg_690	Vext_peg_679	Vgig1_peg_637	Vgig2_peg_524	Vmar_0293	COSY_0292	Vsoy1_peg_319	Vsoy2_peg_523	17	nahAb	Ferredoxin
OG0000527	SP60_01750	MS2017_1726	HUE58_RS04245	Rmag_0848	Rpac_peg_610	Rpha_peg_1497	Rpli_peg_810	Rrec_peg_402	Rsou_peg_16	Vdia_peg_183	Vext_peg_178	Vgig1_peg_792	Vgig2_peg_681	Vmar_0783	COSY_0773	Vsoy1_peg_811	Vsoy2_peg_27	17	oadA	Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3)
OG0000528	SP60_03575	MS2017_0134	HUE58_RS05265	Rmag_1018	Rpac_peg_813	Rpha_peg_860	Rpli_peg_1057	Rrec_peg_616	Rsou_peg_414	Vdia_peg_40	Vext_peg_37	Vgig1_peg_936_pseudo	Vgig2_peg_821	Vmar_0923	COSY_0919	Vsoy1_peg_955	Vsoy2_peg_170	17	gltB	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
OG0000529	SP60_05800	MS2017_0405	HUE58_RS00815	Rmag_0276	Rpac_peg_412	Rpha_peg_1792	Rpli_peg_156	Rrec_peg_167	Rsou_peg_273	Vdia_peg_723	Vext_peg_712	Vgig1_peg_668	Vgig2_peg_555	Vmar_0262	COSY_0262	Vsoy1_peg_286	Vsoy2_peg_491	17	glnK	Nitrogen regulatory protein P-II
OG0000530	SP60_05805	MS2017_0406	HUE58_RS00820	Rmag_0277	Rpac_peg_413	Rpha_peg_1791	Rpli_peg_157_pseudo	Rrec_peg_166	Rsou_peg_274	Vdia_peg_722	Vext_peg_711	Vgig1_peg_667	Vgig2_peg_554	Vmar_0263	COSY_0263	Vsoy1_peg_287	Vsoy2_peg_492	17	amt	Ammonium transporter
OG0000531	SP60_07105	MS2017_0755	HUE58_RS03205	Rmag_0656	Rpac_peg_1188	Rpha_peg_1190	Rpli_peg_477	Rrec_peg_1390	Rsou_peg_849	Vdia_peg_371	Vext_peg_360	Vgig1_peg_322	Vgig2_peg_209	Vmar_0610	COSY_0601	Vsoy1_peg_638	Vsoy2_peg_838	17	ppiD	Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)
OG0000532	SP60_04545	MS2017_2069	HUE58_RS06140	Rmag_0078	Rpac_peg_117	Rpha_peg_2124	Rpli_peg_1469	Rrec_peg_806	Rsou_peg_1658	Vdia_peg_900	Vext_peg_889	Vgig1_peg_91	Vgig2_peg_879	Vmar_0082	COSY_0084	Vsoy1_peg_107	Vsoy2_peg_311	17	polA	DNA polymerase I (EC 2.7.7.7)
OG0000533	SP60_03405	MS2017_0174	HUE58_RS05100	Rmag_0996	Rpac_peg_778	Rpha_peg_827	Rpli_peg_1019	Rrec_peg_586	Rsou_peg_446	Vdia_peg_64	Vext_peg_60	Vgig1_peg_912	Vgig2_peg_799	Vmar_0901	COSY_0892	Vsoy1_peg_932	Vsoy2_peg_148	17	xthA	Exodeoxyribonuclease III (EC 3.1.11.2)
OG0000534	SP60_07125	MS2017_0756	HUE58_RS03195	Rmag_0654	Rpac_peg_1189	Rpha_peg_1184	Rpli_peg_483	Rrec_peg_1386	Rsou_peg_846	Vdia_peg_372	Vext_peg_361	Vgig1_peg_323	Vgig2_peg_210	Vmar_0609	COSY_0600	Vsoy1_peg_637	Vsoy2_peg_837	17	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)
OG0000535	SP60_07280	MS2017_0924	HUE58_RS03030_pseudo	Rmag_0623	Rpac_peg_1233	Rpha_peg_53	Rpli_peg_522	Rrec_peg_1343	Rsou_peg_713	Vdia_peg_398	Vext_peg_386	Vgig1_peg_352	Vgig2_peg_237	Vmar_0582	COSY_0576	Vsoy1_peg_611	Vsoy2_peg_811	17	aroA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)
OG0000536	SP60_04540	MS2017_2070	HUE58_RS06135	Rmag_0077	Rpac_peg_118	Rpha_peg_2123	Rpli_peg_1470	Rrec_peg_805	Rsou_peg_1657	Vdia_peg_901	Vext_peg_890	Vgig1_peg_90	Vgig2_peg_880	Vmar_0081	COSY_0083	Vsoy1_peg_106	Vsoy2_peg_310	17	znuC	Zinc ABC transporter, ATP-binding protein ZnuC
OG0000537	SP60_07285	MS2017_0925	HUE58_RS03025	Rmag_0622	Rpac_peg_1234	Rpha_peg_60	Rpli_peg_523	Rrec_peg_1342	Rsou_peg_714	Vdia_peg_399	Vext_peg_387	Vgig1_peg_353	Vgig2_peg_238	Vmar_0581	COSY_0575	Vsoy1_peg_610	Vsoy2_peg_810	17	yccK/tusE	tRNA 2-thiouridine synthesizing protein E (EC 2.8.1.-)
OG0000538	SP60_04525	MS2017_2071	HUE58_RS06120	Rmag_0074	Rpac_peg_122	Rpha_peg_750	Rpli_peg_1473	Rrec_peg_802	Rsou_peg_1652	Vdia_peg_904	Vext_peg_893	Vgig1_peg_86	Vgig2_peg_884	Vmar_0077	COSY_0080	Vsoy1_peg_103	Vsoy2_peg_307	17	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)
OG0000539	SP60_07135	MS2017_0758	HUE58_RS03185	Rmag_0652	Rpac_peg_1191	Rpha_peg_1182	Rpli_peg_485	Rrec_peg_1384	Rsou_peg_844	Vdia_peg_375	Vext_peg_363	Vgig1_peg_327	Vgig2_peg_213	Vmar_0606	COSY_0599	Vsoy1_peg_634	Vsoy2_peg_834	17	lspA	Lipoprotein signal peptidase (EC 3.4.23.36)
OG0000540	SP60_07290	MS2017_0926	HUE58_RS03020	Rmag_0621	Rpac_peg_1235	Rpha_peg_61	Rpli_peg_524	Rrec_peg_1341	Rsou_peg_715	Vdia_peg_400	Vext_peg_388	Vgig1_peg_354	Vgig2_peg_239	Vmar_0580	COSY_0574	Vsoy1_peg_609	Vsoy2_peg_809	17	lepB	Signal peptidase I (EC 3.4.21.89)
OG0000541	SP60_03400	MS2017_0177	HUE58_RS05095	Rmag_0995	Rpac_peg_777	Rpha_peg_826	Rpli_peg_1018	Rrec_peg_585	Rsou_peg_447	Vdia_peg_65	Vext_peg_61	Vgig1_peg_911	Vgig2_peg_798	Vmar_0900	COSY_0891	Vsoy1_peg_931	Vsoy2_peg_147	17	pyrE	Orotate phosphoribosyltransferase (EC 2.4.2.10)
OG0000542	SP60_07140	MS2017_0760	HUE58_RS03180	Rmag_0651	Rpac_peg_1192	Rpha_peg_1181	Rpli_peg_486	Rrec_peg_1383	Rsou_peg_843	Vdia_peg_376	Vext_peg_364	Vgig1_peg_328	Vgig2_peg_214	Vmar_0605	COSY_0598	Vsoy1_peg_633	Vsoy2_peg_833	17	thiO	Glycine oxidase ThiO (EC 1.4.3.19)
OG0000543	SP60_04510	MS2017_2074	HUE58_RS06115	Rmag_0073	Rpac_peg_124	Rpha_peg_752	Rpli_peg_1476	Rrec_peg_800	Rsou_peg_1650	Vdia_peg_906	Vext_peg_895	Vgig1_peg_85	Vgig2_peg_885	Vmar_0076	COSY_0079	Vsoy1_peg_102	Vsoy2_peg_306	17	ubiA	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)
OG0000544	SP60_03280	MS2017_0178	HUE58_RS05065	Rmag_0994	Rpac_peg_776	Rpha_peg_1629	Rpli_peg_1012	Rrec_peg_579	Rsou_peg_1736	Vdia_peg_66	Vext_peg_62	Vgig1_peg_910	Vgig2_peg_797	Vmar_0899	COSY_0889	Vsoy1_peg_930	Vsoy2_peg_146	17	rpmB	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent
OG0000545	SP60_07150	MS2017_0761	HUE58_RS03170	Rmag_0649	Rpac_peg_1194	Rpha_peg_1179	Rpli_peg_488	Rrec_peg_1381	Rsou_peg_841	Vdia_peg_379	Vext_peg_367	Vgig1_peg_330	Vgig2_peg_216	Vmar_0602	COSY_0596	Vsoy1_peg_631	Vsoy2_peg_831	17	recJ	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)
OG0000546	SP60_07305	MS2017_0929	HUE58_RS03010	Rmag_0620	Rpac_peg_1237	Rpha_peg_64	Rpli_peg_527	Rrec_peg_1338	Rsou_peg_720	Vdia_peg_401	Vext_peg_389	Vgig1_peg_355	Vgig2_peg_240	Vmar_0579	COSY_0573	Vsoy1_peg_608	Vsoy2_peg_808	17		Carboxyl-terminal protease (EC 3.4.21.102)
OG0000547	SP60_04505	MS2017_2075	HUE58_RS06110	Rmag_0072	Rpac_peg_125	Rpha_peg_753	Rpli_peg_1477	Rrec_peg_799	Rsou_peg_1649	Vdia_peg_907	Vext_peg_896	Vgig1_peg_84	Vgig2_peg_886	Vmar_0075	COSY_0078	Vsoy1_peg_101	Vsoy2_peg_305	17	rluC	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)
OG0000548	SP60_03275	MS2017_0179	HUE58_RS05060	Rmag_0993	Rpac_peg_775	Rpha_peg_1630	Rpli_peg_1011	Rrec_peg_578	Rsou_peg_1737	Vdia_peg_67	Vext_peg_63	Vgig1_peg_909	Vgig2_peg_796	Vmar_0898	COSY_0888	Vsoy1_peg_929	Vsoy2_peg_145	17	rpmG	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent
OG0000549	SP60_03560	MS2017_0141	HUE58_RS05245	Rmag_1016	Rpac_peg_801	Rpha_peg_849	Rpli_peg_1049	Rrec_peg_611	Rsou_peg_423	Vdia_peg_41_pseudo	Vext_peg_38_pseudo	Vgig1_peg_934_pseudo	Vgig2_peg_820_pseudo	Vmar_0922_pseudo	COSY_0918_pseudo	Vsoy1_peg_954_pseudo	Vsoy2_peg_169_pseudo	17	mutT	Mutator mutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-) / Thiamin-phosphate pyrophosphorylase-like protein
OG0000550	SP60_07310	MS2017_0930	HUE58_RS03005	Rmag_0619	Rpac_peg_1238	Rpha_peg_65	Rpli_peg_528	Rrec_peg_1337	Rsou_peg_721	Vdia_peg_402	Vext_peg_390	Vgig1_peg_356	Vgig2_peg_241	Vmar_0578	COSY_0572	Vsoy1_peg_607	Vsoy2_peg_807	17		Hypothetical protein
OG0000551	SP60_04500	MS2017_2076	HUE58_RS06105	Rmag_0071	Rpac_peg_126	Rpha_peg_754	Rpli_peg_1478	Rrec_peg_798	Rsou_peg_1648	Vdia_peg_908	Vext_peg_897	Vgig1_peg_83	Vgig2_peg_887	Vmar_0074	COSY_0077	Vsoy1_peg_100	Vsoy2_peg_304	17	tatD	Putative deoxyribonuclease YcfH
OG0000552	SP60_03555	MS2017_0142	HUE58_RS05240	Rmag_1015	Rpac_peg_800	Rpha_peg_848	Rpli_peg_1048	Rrec_peg_610	Rsou_peg_424	Vdia_peg_42	Vext_peg_39	Vgig1_peg_932	Vgig2_peg_819	Vmar_0921	COSY_0917	Vsoy1_peg_952	Vsoy2_peg_168	17	gshA	Glutamate--cysteine ligase (EC 6.3.2.2)
OG0000553	SP60_07155	MS2017_0764	HUE58_RS03145	Rmag_0648	Rpac_peg_1203	Rpha_peg_1178	Rpli_peg_489	Rrec_peg_1372	Rsou_peg_824	Vdia_peg_380	Vext_peg_368	Vgig1_peg_331	Vgig2_peg_217	Vmar_0601	COSY_0595	Vsoy1_peg_630	Vsoy2_peg_830	17	thrS	Threonyl-tRNA synthetase (EC 6.1.1.3)
OG0000554	SP60_07315	MS2017_0931	HUE58_RS03000	Rmag_0618	Rpac_peg_1239	Rpha_peg_66	Rpli_peg_529	Rrec_peg_1336	Rsou_peg_722	Vdia_peg_403	Vext_peg_391	Vgig1_peg_357	Vgig2_peg_242	Vmar_0577	COSY_0571	Vsoy1_peg_606	Vsoy2_peg_806	17		Transcriptional regulator, ArsR family
OG0000555	SP60_00985	MS2017_1438	HUE58_RS01470	Rmag_0397	Rpac_peg_1449	Rpha_peg_511	Rpli_peg_1621	Rrec_peg_992	Rsou_peg_1720	Vdia_peg_609	Vext_peg_597	Vgig1_peg_564	Vgig2_peg_449	Vmar_0368	COSY_0368	Vsoy1_peg_393	Vsoy2_peg_596	17		Transporter
OG0000556	SP60_03810	MS2017_0096	HUE58_RS05480	Rmag_1054	Rpac_peg_861	Rpha_peg_919	Rpli_peg_1114	Rrec_peg_669	Rsou_peg_1605	Vdia_peg_1008	Vext_peg_995	Vgig1_peg_986	Vgig2_peg_982	Vmar_0959	COSY_0954	Vsoy1_peg_2	Vsoy2_peg_207	17	ppnK	NAD kinase (EC 2.7.1.23)
