	SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica
602	SP60_05455	MS2017_1804	Rmag_0208	HUE58_RS03750	Rpac_peg_1073	Rpha_peg_13	Rpli_peg_11	Rrec_peg_978	Rsou_peg_1207	Vdia_peg_780	Vext_peg_769	Vsoy1_peg_227	Vsoy2_peg_432	Vgig1_peg_727	Vgig2_peg_614	COSY_0205	Vmar_0202
604	SP60_05485	MS2017_1798	Rmag_0213	HUE58_RS00420	Rpac_peg_330	Rpha_peg_2204	Rpli_peg_79	Rrec_peg_249	Rsou_peg_1009	Vdia_peg_777	Vext_peg_766	Vsoy1_peg_230	Vsoy2_peg_435	Vgig1_peg_724	Vgig2_peg_611	COSY_0208	Vmar_0205
605	SP60_05490	MS2017_1797	Rmag_0214	HUE58_RS00425	Rpac_peg_331	Rpha_peg_2203	Rpli_peg_80	Rrec_peg_248	Rsou_peg_1010	Vdia_peg_776	Vext_peg_765	Vsoy1_peg_231	Vsoy2_peg_436	Vgig1_peg_723	Vgig2_peg_610	COSY_0209	Vmar_0206
606	SP60_05495	MS2017_1796	Rmag_0215	HUE58_RS00430	Rpac_peg_332	Rpha_peg_2202	Rpli_peg_81	Rrec_peg_247	Rsou_peg_1011	Vdia_peg_775	Vext_peg_764	Vsoy1_peg_232	Vsoy2_peg_437	Vgig1_peg_722	Vgig2_peg_609	COSY_0210	Vmar_0207
607	SP60_05500	MS2017_1795	Rmag_0216	HUE58_RS00435	Rpac_peg_333	Rpha_peg_2201	Rpli_peg_82	Rrec_peg_246	Rsou_peg_1012	Vdia_peg_774	Vext_peg_763	Vsoy1_peg_233	Vsoy2_peg_438	Vgig1_peg_721	Vgig2_peg_608	COSY_0211	Vmar_0208
608	SP60_05505	MS2017_1794	Rmag_0217	HUE58_RS00440	Rpac_peg_334	Rpha_peg_2200	Rpli_peg_83	Rrec_peg_245	Rsou_peg_1013	Vdia_peg_773	Vext_peg_762	Vsoy1_peg_234	Vsoy2_peg_439	Vgig1_peg_720	Vgig2_peg_607	COSY_0212	Vmar_0209
611	SP60_05525	MS2017_1791	Rmag_0221	HUE58_RS00460	Rpac_peg_338	Rpha_peg_2195	Rpli_peg_87	Rrec_peg_242	Rsou_peg_1017	Vdia_peg_770	Vext_peg_759	Vsoy1_peg_237	Vsoy2_peg_442	Vgig1_peg_716	Vgig2_peg_603	COSY_0215	Vmar_0212
612	SP60_05530	MS2017_1790	Rmag_0222	HUE58_RS00465	Rpac_peg_339	Rpha_peg_2194	Rpli_peg_88	Rrec_peg_241	Rsou_peg_1018	Vdia_peg_769	Vext_peg_758	Vsoy1_peg_238	Vsoy2_peg_443	Vgig1_peg_715	Vgig2_peg_602	COSY_0216	Vmar_0213
613	SP60_05540	MS2017_1789	Rmag_0223	HUE58_RS00475	Rpac_peg_342	Rpha_peg_2191	Rpli_peg_90	Rrec_peg_239	Rsou_peg_1022	Vdia_peg_768	Vext_peg_757	Vsoy1_peg_239	Vsoy2_peg_444	Vgig1_peg_713	Vgig2_peg_600	COSY_0217	Vmar_0215
614	SP60_05545	MS2017_1785	Rmag_0224	HUE58_RS00480	Rpac_peg_343	Rpha_peg_2190	Rpli_peg_91	Rrec_peg_238	Rsou_peg_1023	Vdia_peg_767	Vext_peg_756	Vsoy1_peg_240	Vsoy2_peg_445	Vgig1_peg_712	Vgig2_peg_599	COSY_0218	Vmar_0216
615	SP60_05550	MS2017_1784	Rmag_0225	HUE58_RS00485	Rpac_peg_344	Rpha_peg_2189	Rpli_peg_92	Rrec_peg_237	Rsou_peg_1024	Vdia_peg_766	Vext_peg_755	Vsoy1_peg_241	Vsoy2_peg_446	Vgig1_peg_711	Vgig2_peg_598	COSY_0219	Vmar_0217
616	SP60_05560	MS2017_1782	Rmag_0227	HUE58_RS00495	Rpac_peg_347	Rpha_peg_2187	Rpli_peg_94	Rrec_peg_235	Rsou_peg_1026	Vdia_peg_765	Vext_peg_754	Vsoy1_peg_243	Vsoy2_peg_448	Vgig1_peg_709	Vgig2_peg_597	COSY_0220	Vmar_0218
620	SP60_05585	MS2017_0346	Rmag_0233	HUE58_RS00535	Rpac_peg_356	Rpha_peg_1119	Rpli_peg_101	Rrec_peg_226	Rsou_peg_1039	Vdia_peg_761	Vext_peg_750	Vsoy1_peg_247	Vsoy2_peg_452	Vgig1_peg_705	Vgig2_peg_593	COSY_0224	Vmar_0222
623	SP60_05610	MS2017_0352	Rmag_0236	HUE58_RS00570	Rpac_peg_361	Rpha_peg_1112	Rpli_peg_106	Rrec_peg_219	Rsou_peg_1048	Vdia_peg_757	Vext_peg_746	Vsoy1_peg_251	Vsoy2_peg_456	Vgig1_peg_701	Vgig2_peg_589	COSY_0228	Vmar_0226
624	SP60_05615	MS2017_0356	Rmag_0237	HUE58_RS00575	Rpac_peg_362	Rpha_peg_1111	Rpli_peg_107	Rrec_peg_218	Rsou_peg_1049	Vdia_peg_756	Vext_peg_745	Vsoy1_peg_252	Vsoy2_peg_457	Vgig1_peg_700	Vgig2_peg_588	COSY_0229	Vmar_0227
626	SP60_05625	MS2017_0358	Rmag_0239	HUE58_RS00585	Rpac_peg_364	Rpha_peg_1109	Rpli_peg_109	Rrec_peg_216	Rsou_peg_1051	Vdia_peg_754	Vext_peg_743	Vsoy1_peg_254	Vsoy2_peg_459	Vgig1_peg_698	Vgig2_peg_586	COSY_0231	Vmar_0229
627	SP60_05630	MS2017_0359	Rmag_0240	HUE58_RS00590	Rpac_peg_365	Rpha_peg_1108	Rpli_peg_110	Rrec_peg_215	Rsou_peg_1052	Vdia_peg_753	Vext_peg_742	Vsoy1_peg_255	Vsoy2_peg_460	Vgig1_peg_697	Vgig2_peg_585	COSY_0232	Vmar_0230
628	SP60_05635	MS2017_0361	Rmag_0241	HUE58_RS00595	Rpac_peg_366	Rpha_peg_1107	Rpli_peg_111	Rrec_peg_214	Rsou_peg_1053	Vdia_peg_752	Vext_peg_741	Vsoy1_peg_256	Vsoy2_peg_461	Vgig1_peg_696	Vgig2_peg_584	COSY_0233	Vmar_0231
629	SP60_05640	MS2017_0362	Rmag_0242	HUE58_RS00600	Rpac_peg_367	Rpha_peg_1106	Rpli_peg_112	Rrec_peg_213	Rsou_peg_1054	Vdia_peg_751	Vext_peg_740	Vsoy1_peg_257	Vsoy2_peg_462	Vgig1_peg_695	Vgig2_peg_583	COSY_0234	Vmar_0232
630	SP60_05645	MS2017_0363	Rmag_0243	HUE58_RS00605	Rpac_peg_368	Rpha_peg_1105	Rpli_peg_113	Rrec_peg_212	Rsou_peg_1060	Vdia_peg_750	Vext_peg_739	Vsoy1_peg_258	Vsoy2_peg_463	Vgig1_peg_694	Vgig2_peg_582	COSY_0235	Vmar_0233
631	SP60_05650	MS2017_0364	Rmag_0244	HUE58_RS00610	Rpac_peg_369	Rpha_peg_1104	Rpli_peg_114	Rrec_peg_211	Rsou_peg_1061	Vdia_peg_749	Vext_peg_738	Vsoy1_peg_259	Vsoy2_peg_464	Vgig1_peg_693	Vgig2_peg_581	COSY_0236	Vmar_0234
632	SP60_05655	MS2017_0365	Rmag_0245	HUE58_RS00615	Rpac_peg_370	Rpha_peg_1103	Rpli_peg_115	Rrec_peg_210	Rsou_peg_1062	Vdia_peg_748	Vext_peg_737	Vsoy1_peg_260	Vsoy2_peg_465	Vgig1_peg_692	Vgig2_peg_580	COSY_0237	Vmar_0235
633	SP60_05665	MS2017_0368	Rmag_0247	HUE58_RS00625	Rpac_peg_372	Rpha_peg_1101	Rpli_peg_117	Rrec_peg_208	Rsou_peg_1064	Vdia_peg_746	Vext_peg_735	Vsoy1_peg_262	Vsoy2_peg_467	Vgig1_peg_690	Vgig2_peg_578	COSY_0239	Vmar_0237
634	SP60_05670	MS2017_0371	Rmag_0248	HUE58_RS00645	Rpac_peg_373	Rpha_peg_1098	Rpli_peg_120	Rrec_peg_205	Rsou_peg_1067	Vdia_peg_745	Vext_peg_734	Vsoy1_peg_263	Vsoy2_peg_468	Vgig1_peg_689	Vgig2_peg_577	COSY_0240	Vmar_0238
635	SP60_05680	MS2017_0373	Rmag_0250	HUE58_RS00655	Rpac_peg_375	Rpha_peg_1096	Rpli_peg_122	Rrec_peg_203	Rsou_peg_1069	Vdia_peg_743	Vext_peg_732	Vsoy1_peg_265	Vsoy2_peg_470	Vgig1_peg_687	Vgig2_peg_575	COSY_0242	Vmar_0240
636	SP60_05700	MS2017_0384	Rmag_0258	HUE58_RS00710	Rpac_peg_389	Rpha_peg_1884	Rpli_peg_130	Rrec_peg_190	Rsou_peg_1900	Vdia_peg_741	Vext_peg_730	Vsoy1_peg_267	Vsoy2_peg_472	Vgig1_peg_685	Vgig2_peg_573	COSY_0244	Vmar_0242
639	SP60_05715	MS2017_0388	Rmag_0261	HUE58_RS00725	Rpac_peg_392	Rpha_peg_1881	Rpli_peg_133	Rrec_peg_187	Rsou_peg_1897	Vdia_peg_739	Vext_peg_728	Vsoy1_peg_269	Vsoy2_peg_474	Vgig1_peg_683	Vgig2_peg_571	COSY_0246	Vmar_0245
640	SP60_05720	MS2017_0389	Rmag_0262	HUE58_RS00730	Rpac_peg_393	Rpha_peg_1880	Rpli_peg_134	Rrec_peg_186	Rsou_peg_1896	Vdia_peg_738	Vext_peg_727	Vsoy1_peg_270	Vsoy2_peg_475	Vgig1_peg_682	Vgig2_peg_570	COSY_0247	Vmar_0246
642	SP60_05735	MS2017_0392	Rmag_0265	HUE58_RS00745	Rpac_peg_396	Rpha_peg_1877	Rpli_peg_138	Rrec_peg_183	Rsou_peg_1893	Vdia_peg_736	Vext_peg_725	Vsoy1_peg_272	Vsoy2_peg_477	Vgig1_peg_680	Vgig2_peg_568	COSY_0249	Vmar_0248
643	SP60_05740	MS2017_0393	Rmag_0266	HUE58_RS00750	Rpac_peg_397	Rpha_peg_1876	Rpli_peg_139	Rrec_peg_182	Rsou_peg_1892	Vdia_peg_735	Vext_peg_724	Vsoy1_peg_273	Vsoy2_peg_478	Vgig1_peg_679	Vgig2_peg_567	COSY_0250	Vmar_0249
644	SP60_05745	MS2017_0394	Rmag_0267	HUE58_RS00755	Rpac_peg_398	Rpha_peg_1875	Rpli_peg_140	Rrec_peg_181	Rsou_peg_1891	Vdia_peg_734	Vext_peg_723	Vsoy1_peg_274	Vsoy2_peg_479	Vgig1_peg_678	Vgig2_peg_566	COSY_0251	Vmar_0250
647	SP60_05760	MS2017_0398	Rmag_0270	HUE58_RS00770	Rpac_peg_401	Rpha_peg_1872	Rpli_peg_144	Rrec_peg_178	Rsou_peg_1887	Vdia_peg_730	Vext_peg_719	Vsoy1_peg_279	Vsoy2_peg_484	Vgig1_peg_675	Vgig2_peg_562	COSY_0254	Vmar_0255
649	SP60_05770	MS2017_R009	Rmag_R0010	HUE58_RS00780	Rpac_rna_12	Rpha_rna_33	Rpli_rna_3	Rrec_rna_4	Rsou_rna_37	Vdia_rna_28	Vext_rna_29	Vsoy1_rna_11	Vsoy2_rna_22	Vgig1_rna_26	Vgig2_rna_22	COSY_R0010	Vmar_R0010
650	SP60_05775	MS2017_0400	Rmag_0271	HUE58_RS00785	Rpac_peg_403	Rpha_peg_1870	Rpli_peg_146	Rrec_peg_176	Rsou_peg_1885	Vdia_peg_728	Vext_peg_717	Vsoy1_peg_281	Vsoy2_peg_486	Vgig1_peg_673	Vgig2_peg_560	COSY_0257	Vmar_0257
651	SP60_05780	MS2017_0401	Rmag_0272	HUE58_RS00790	Rpac_peg_404	Rpha_peg_1868	Rpli_peg_147	Rrec_peg_175	Rsou_peg_1883	Vdia_peg_727	Vext_peg_716	Vsoy1_peg_282	Vsoy2_peg_487	Vgig1_peg_672	Vgig2_peg_559	COSY_0258	Vmar_0258
652	SP60_05785	MS2017_0402	Rmag_0273	HUE58_RS00795	Rpac_peg_405	Rpha_peg_1867	Rpli_peg_148	Rrec_peg_174	Rsou_peg_1882	Vdia_peg_726	Vext_peg_715	Vsoy1_peg_283	Vsoy2_peg_488	Vgig1_peg_671	Vgig2_peg_558	COSY_0259	Vmar_0259
653	SP60_05790	MS2017_0403	Rmag_0274	HUE58_RS00800	Rpac_peg_406	Rpha_peg_1866	Rpli_peg_149	Rrec_peg_173	Rsou_peg_1881	Vdia_peg_725	Vext_peg_714	Vsoy1_peg_284	Vsoy2_peg_489	Vgig1_peg_670	Vgig2_peg_557	COSY_0260	Vmar_0260
654	SP60_05795	MS2017_0404	Rmag_0275	HUE58_RS00805	Rpac_peg_407	Rpha_peg_1865	Rpli_peg_150	Rrec_peg_172	Rsou_peg_1880	Vdia_peg_724	Vext_peg_713	Vsoy1_peg_285	Vsoy2_peg_490	Vgig1_peg_669	Vgig2_peg_556	COSY_0261	Vmar_0261
655	SP60_05800	MS2017_0405	Rmag_0276	HUE58_RS00815	Rpac_peg_412	Rpha_peg_1792	Rpli_peg_156	Rrec_peg_167	Rsou_peg_273	Vdia_peg_723	Vext_peg_712	Vsoy1_peg_286	Vsoy2_peg_491	Vgig1_peg_668	Vgig2_peg_555	COSY_0262	Vmar_0262
657	SP60_05810	MS2017_0421	Rmag_0278	HUE58_RS00825	Rpac_peg_414	Rpha_peg_1790	Rpli_peg_159	Rrec_peg_165	Rsou_peg_275	Vdia_peg_721	Vext_peg_710	Vsoy1_peg_288	Vsoy2_peg_493	Vgig1_peg_666	Vgig2_peg_553	COSY_0264	Vmar_0264
658	SP60_05815	MS2017_0422	Rmag_0279	HUE58_RS00830	Rpac_peg_415	Rpha_peg_1789	Rpli_peg_160	Rrec_peg_164	Rsou_peg_276	Vdia_peg_720	Vext_peg_709	Vsoy1_peg_289	Vsoy2_peg_494	Vgig1_peg_665	Vgig2_peg_552	COSY_0265	Vmar_0265
659	SP60_05820	MS2017_0424	Rmag_0280	HUE58_RS00835	Rpac_peg_416	Rpha_peg_1788	Rpli_peg_161	Rrec_peg_163	Rsou_peg_277	Vdia_peg_719	Vext_peg_708	Vsoy1_peg_290	Vsoy2_peg_495	Vgig1_peg_664	Vgig2_peg_551	COSY_0266	Vmar_0266
660	SP60_05830	MS2017_0425	Rmag_0281	HUE58_RS00840	Rpac_peg_417	Rpha_peg_1787	Rpli_peg_163	Rrec_peg_162	Rsou_peg_278	Vdia_peg_718	Vext_peg_707	Vsoy1_peg_291	Vsoy2_peg_496	Vgig1_peg_663	Vgig2_peg_550	COSY_0267	Vmar_0267
662	SP60_05845	MS2017_0427	Rmag_0284	HUE58_RS00860	Rpac_peg_425	Rpha_peg_1780	Rpli_peg_168	Rrec_peg_158	Rsou_peg_284	Vdia_peg_713	Vext_peg_702	Vsoy1_peg_294	Vsoy2_peg_499	Vgig1_peg_660	Vgig2_peg_547	COSY_0270	Vmar_0270
663	SP60_05850	MS2017_0428	Rmag_0285	HUE58_RS00865	Rpac_peg_426	Rpha_peg_1779	Rpli_peg_169	Rrec_peg_157	Rsou_peg_285	Vdia_peg_712	Vext_peg_701	Vsoy1_peg_295	Vsoy2_peg_500	Vgig1_peg_659	Vgig2_peg_546	COSY_0271	Vmar_0271
664	SP60_05860	MS2017_0430	Rmag_0287	HUE58_RS00875	Rpac_peg_428	Rpha_peg_1777	Rpli_peg_171	Rrec_peg_155	Rsou_peg_287	Vdia_peg_710	Vext_peg_699	Vsoy1_peg_297	Vsoy2_peg_502	Vgig1_peg_657	Vgig2_peg_544	COSY_0273	Vmar_0273
665	SP60_05865	MS2017_0431	Rmag_0288	HUE58_RS00880	Rpac_peg_429	Rpha_peg_1776	Rpli_peg_172	Rrec_peg_154	Rsou_peg_288	Vdia_peg_709	Vext_peg_698	Vsoy1_peg_298	Vsoy2_peg_503	Vgig1_peg_656	Vgig2_peg_543	COSY_0274	Vmar_0274
666	SP60_05870	MS2017_0432	Rmag_0289	HUE58_RS00885	Rpac_peg_430	Rpha_peg_1775	Rpli_peg_173	Rrec_peg_153	Rsou_peg_289	Vdia_peg_708	Vext_peg_697	Vsoy1_peg_299	Vsoy2_peg_504	Vgig1_peg_655	Vgig2_peg_542	COSY_0275	Vmar_0275
667	SP60_05885	MS2017_0435	Rmag_0292	HUE58_RS00915	Rpac_peg_443	Rpha_peg_1751	Rpli_peg_186	Rrec_peg_146	Rsou_peg_1926	Vdia_peg_705	Vext_peg_694	Vsoy1_peg_302	Vsoy2_peg_507	Vgig1_peg_651	Vgig2_peg_538	COSY_0278	Vmar_0278
668	SP60_05890	MS2017_0436	Rmag_0293	HUE58_RS00920	Rpac_peg_444	Rpha_peg_1750	Rpli_peg_187	Rrec_peg_145	Rsou_peg_1925	Vdia_peg_704	Vext_peg_693	Vsoy1_peg_303	Vsoy2_peg_508	Vgig1_peg_650	Vgig2_peg_537	COSY_0279	Vmar_0279
669	SP60_05895	MS2017_0438	Rmag_0294	HUE58_RS00925	Rpac_peg_445	Rpha_peg_1749	Rpli_peg_188	Rrec_peg_144	Rsou_peg_1924	Vdia_peg_703	Vext_peg_692	Vsoy1_peg_304	Vsoy2_peg_509	Vgig1_peg_649	Vgig2_peg_536	COSY_0280	Vmar_0280
670	SP60_05900	MS2017_0439	Rmag_0295	HUE58_RS00930	Rpac_peg_446	Rpha_peg_1748	Rpli_peg_189	Rrec_peg_143	Rsou_peg_1923	Vdia_peg_702	Vext_peg_691	Vsoy1_peg_305	Vsoy2_peg_510	Vgig1_peg_648	Vgig2_peg_535	COSY_0281	Vmar_0281
671	SP60_05915	MS2017_0442	Rmag_0298	HUE58_RS00945	Rpac_peg_449	Rpha_peg_1745	Rpli_peg_194	Rrec_peg_140	Rsou_peg_1920	Vdia_peg_701	Vext_peg_690	Vsoy1_peg_307	Vsoy2_peg_512	Vgig1_peg_647	Vgig2_peg_534	COSY_0282	Vmar_0282
673	SP60_05970	MS2017_0447	Rmag_0819	HUE58_RS04010	Rpac_peg_559	Rpha_peg_1578	Rpli_peg_742	Rrec_peg_344	Rsou_peg_1800	Vdia_peg_207	Vext_peg_202	Vsoy1_peg_785	Vsoy2_peg_1	Vgig1_peg_766	Vgig2_peg_655	COSY_0748	Vmar_0758
674	SP60_05975	MS2017_R010	Rmag_R0031	HUE58_RS04005	Rpac_rna_18	Rpha_rna_26	Rpli_rna_15	Rrec_rna_8	Rsou_rna_36	Vdia_rna_9	Vext_rna_10	Vsoy1_rna_29	Vsoy2_rna_3	Vgig1_rna_29	Vgig2_rna_25	COSY_R0028	Vmar_R0029
675	SP60_05980	MS2017_R011	Rmag_R0030	HUE58_RS04000	Rpac_rna_17	Rpha_rna_27	Rpli_rna_14	Rrec_rna_7	Rsou_rna_35	Vdia_rna_10	Vext_rna_11	Vsoy1_rna_28	Vsoy2_rna_2	Vgig1_rna_28	Vgig2_rna_24	COSY_R0027	Vmar_R0028
676	SP60_05985	MS2017_R012	Rmag_R0029	HUE58_RS03995	Rpac_rna_16	Rpha_rna_28	Rpli_rna_13	Rrec_rna_6	Rsou_rna_34	Vdia_rna_11	Vext_rna_12	Vsoy1_rna_27	Vsoy2_rna_1	Vgig1_rna_27	Vgig2_rna_23	COSY_R0026	Vmar_R0027
677	SP60_05995	MS2017_R013	Rmag_R0028	HUE58_RS00015	Rpac_rna_11	Rpha_rna_39	Rpli_rna_4	Rrec_rna_5	Rsou_rna_23	Vdia_rna_12	Vext_rna_13	Vsoy1_rna_38	Vsoy2_rna_38	Vgig1_rna_39	Vgig2_rna_6	COSY_R0025	Vmar_R0026
679	SP60_06005	MS2017_0450	Rmag_0816	HUE58_RS00025	Rpac_peg_239	Rpha_peg_1999	Rpli_peg_416	Rrec_peg_341	Rsou_peg_1182	Vdia_peg_210	Vext_peg_205	Vsoy1_peg_782	Vsoy2_peg_983	Vgig1_peg_173	Vgig2_peg_63	COSY_0741	Vmar_0755
680	SP60_06010	MS2017_0451	Rmag_0815	HUE58_RS00030	Rpac_peg_240	Rpha_peg_2000	Rpli_peg_415	Rrec_peg_340	Rsou_peg_1181	Vdia_peg_211	Vext_peg_206	Vsoy1_peg_781	Vsoy2_peg_982	Vgig1_peg_174	Vgig2_peg_64	COSY_0740	Vmar_0754
681	SP60_06015	MS2017_0452	Rmag_0814	HUE58_RS00035	Rpac_peg_241	Rpha_peg_2001	Rpli_peg_414	Rrec_peg_339	Rsou_peg_1180	Vdia_peg_212	Vext_peg_207	Vsoy1_peg_780	Vsoy2_peg_981	Vgig1_peg_175	Vgig2_peg_65	COSY_0739	Vmar_0753
682	SP60_06020	MS2017_0453	Rmag_0813	HUE58_RS00040	Rpac_peg_243	Rpha_peg_2002	Rpli_peg_413	Rrec_peg_338	Rsou_peg_1179	Vdia_peg_213	Vext_peg_208	Vsoy1_peg_779	Vsoy2_peg_980	Vgig1_peg_176	Vgig2_peg_66	COSY_0738	Vmar_0752
683	SP60_06025	MS2017_0454	Rmag_0812	HUE58_RS00045	Rpac_peg_244	Rpha_peg_2003	Rpli_peg_412	Rrec_peg_337	Rsou_peg_1178	Vdia_peg_214	Vext_peg_209	Vsoy1_peg_778	Vsoy2_peg_979	Vgig1_peg_177	Vgig2_peg_67	COSY_0737	Vmar_0751
684	SP60_06030	MS2017_0455	Rmag_0811	HUE58_RS00050	Rpac_peg_245	Rpha_peg_2004	Rpli_peg_411	Rrec_peg_336	Rsou_peg_1177	Vdia_peg_215	Vext_peg_210	Vsoy1_peg_777	Vsoy2_peg_978	Vgig1_peg_178	Vgig2_peg_68	COSY_0736	Vmar_0750
685	SP60_06035	MS2017_0456	Rmag_0810	HUE58_RS00055	Rpac_peg_246	Rpha_peg_2005	Rpli_peg_410	Rrec_peg_335	Rsou_peg_1176	Vdia_peg_216	Vext_peg_211	Vsoy1_peg_776	Vsoy2_peg_977	Vgig1_peg_179	Vgig2_peg_69	COSY_0735	Vmar_0749
686	SP60_06040	MS2017_0457	Rmag_0809	HUE58_RS00060	Rpac_peg_247	Rpha_peg_2006	Rpli_peg_409	Rrec_peg_334	Rsou_peg_1175	Vdia_peg_217	Vext_peg_212	Vsoy1_peg_775	Vsoy2_peg_976	Vgig1_peg_180	Vgig2_peg_70	COSY_0734	Vmar_0748
687	SP60_06045	MS2017_0458	Rmag_0808	HUE58_RS00065	Rpac_peg_249	Rpha_peg_2007	Rpli_peg_408	Rrec_peg_333	Rsou_peg_1174	Vdia_peg_218	Vext_peg_213	Vsoy1_peg_774	Vsoy2_peg_975	Vgig1_peg_181	Vgig2_peg_71	COSY_0733	Vmar_0747
688	SP60_06050	MS2017_0459	Rmag_0807	HUE58_RS00070	Rpac_peg_250	Rpha_peg_2008	Rpli_peg_407	Rrec_peg_332	Rsou_peg_1173	Vdia_peg_219	Vext_peg_214	Vsoy1_peg_773	Vsoy2_peg_974	Vgig1_peg_182	Vgig2_peg_72	COSY_0732	Vmar_0746
689	SP60_06055	MS2017_0460	Rmag_0806	HUE58_RS00075	Rpac_peg_251	Rpha_peg_2009	Rpli_peg_406	Rrec_peg_331	Rsou_peg_1172	Vdia_peg_220	Vext_peg_215	Vsoy1_peg_772	Vsoy2_peg_973	Vgig1_peg_183	Vgig2_peg_73	COSY_0731	Vmar_0745
690	SP60_06060	MS2017_0461	Rmag_0805	HUE58_RS00080	Rpac_peg_252	Rpha_peg_2010	Rpli_peg_405	Rrec_peg_330	Rsou_peg_1171	Vdia_peg_221	Vext_peg_216	Vsoy1_peg_771	Vsoy2_peg_972	Vgig1_peg_184	Vgig2_peg_74	COSY_0730	Vmar_0744
691	SP60_06065	MS2017_0462	Rmag_0804	HUE58_RS00085	Rpac_peg_253	Rpha_peg_2011	Rpli_peg_404	Rrec_peg_329	Rsou_peg_1170	Vdia_peg_222	Vext_peg_217	Vsoy1_peg_770	Vsoy2_peg_971	Vgig1_peg_185	Vgig2_peg_75	COSY_0729	Vmar_0743
692	SP60_06070	MS2017_0468	Rmag_0803	HUE58_RS00090	Rpac_peg_254	Rpha_peg_2012	Rpli_peg_403	Rrec_peg_328	Rsou_peg_1169	Vdia_peg_223	Vext_peg_218	Vsoy1_peg_769	Vsoy2_peg_970	Vgig1_peg_186	Vgig2_peg_76	COSY_0728	Vmar_0742
694	SP60_06080	MS2017_0474	Rmag_0801	HUE58_RS00100	Rpac_peg_257	Rpha_peg_2018	Rpli_peg_397	Rrec_peg_326	Rsou_peg_1163	Vdia_peg_224	Vext_peg_219	Vsoy1_peg_768	Vsoy2_peg_969	Vgig1_peg_187	Vgig2_peg_77	COSY_0727	Vmar_0741
695	SP60_06085	MS2017_0475	Rmag_0800	HUE58_RS00105	Rpac_peg_258	Rpha_peg_2019	Rpli_peg_396	Rrec_peg_325	Rsou_peg_1162	Vdia_peg_225	Vext_peg_220	Vsoy1_peg_767	Vsoy2_peg_968	Vgig1_peg_188	Vgig2_peg_78	COSY_0726	Vmar_0740
704	SP60_06140	MS2017_0490	Rmag_0793	HUE58_RS00145	Rpac_peg_267	Rpha_peg_2031	Rpli_peg_385	Rrec_peg_314	Rsou_peg_1150	Vdia_peg_237	Vext_peg_232	Vsoy1_peg_760	Vsoy2_peg_961	Vgig1_peg_196	Vgig2_peg_86	COSY_0719	Vmar_0733
709	SP60_06165	MS2017_0495	Rmag_0790	HUE58_RS00170	Rpac_peg_271	Rpha_peg_2040	Rpli_peg_376	Rrec_peg_310	Rsou_peg_1141	Vdia_peg_238	Vext_peg_233	Vsoy1_peg_759	Vsoy2_peg_960	Vgig1_peg_197	Vgig2_peg_87	COSY_0718	Vmar_0732
710	SP60_06175	MS2017_0496	Rmag_0788	HUE58_RS00180	Rpac_peg_273	Rpha_peg_2042	Rpli_peg_374	Rrec_peg_308	Rsou_peg_1139	Vdia_peg_239	Vext_peg_234	Vsoy1_peg_758	Vsoy2_peg_959	Vgig1_peg_198	Vgig2_peg_88	COSY_0717	Vmar_0731
711	SP60_06190	MS2017_0497	Rmag_0787	HUE58_RS00185	Rpac_peg_275	Rpha_peg_2046	Rpli_peg_372	Rrec_peg_306	Rsou_peg_1135	Vdia_peg_240	Vext_peg_235	Vsoy1_peg_757	Vsoy2_peg_958	Vgig1_peg_199	Vgig2_peg_89	COSY_0716	Vmar_0730
714	SP60_06210	MS2017_0504	Rmag_0784	HUE58_RS00205	Rpac_peg_280	Rpha_peg_2053	Rpli_peg_368	Rrec_peg_300	Rsou_peg_1128	Vdia_peg_242	Vext_peg_237	Vsoy1_peg_755	Vsoy2_peg_956	Vgig1_peg_201	Vgig2_peg_91	COSY_0714	Vmar_0728
716	SP60_06220	MS2017_0506	Rmag_0783	HUE58_RS00210	Rpac_peg_282	Rpha_peg_2056	Rpli_peg_366	Rrec_peg_299	Rsou_peg_1126	Vdia_peg_243	Vext_peg_238	Vsoy1_peg_753	Vsoy2_peg_954	Vgig1_peg_203	Vgig2_peg_93	COSY_0712	Vmar_0727
717	SP60_06255	MS2017_0511	Rmag_0781	HUE58_RS00230	Rpac_peg_288	Rpha_peg_2064	Rpli_peg_362	Rrec_peg_293	Rsou_peg_1118	Vdia_peg_245	Vext_peg_240	Vsoy1_peg_751	Vsoy2_peg_952	Vgig1_peg_204	Vgig2_peg_94	COSY_0711	Vmar_0726
719	SP60_06320	MS2017_0543	Rmag_0774	HUE58_RS00265	Rpac_peg_295	Rpha_peg_2078	Rpli_peg_348	Rrec_peg_283	Rsou_peg_1103	Vdia_peg_246	Vext_peg_241	Vsoy1_peg_750	Vsoy2_peg_951	Vgig1_peg_206	Vgig2_peg_95	COSY_0710	Vmar_0725
721	SP60_06330	MS2017_0545	Rmag_0772	HUE58_RS00275	Rpac_peg_297	Rpha_peg_2080	Rpli_peg_346	Rrec_peg_281	Rsou_peg_1101	Vdia_peg_248	Vext_peg_243	Vsoy1_peg_748	Vsoy2_peg_948	Vgig1_peg_208	Vgig2_peg_97	COSY_0708	Vmar_0723
