SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01
SP60_07400	MS2017_0947	Rmag_0606	HUE58_RS02935	Rpac_peg_1254	Rpha_peg_83	Rpli_peg_542	Rrec_peg_1323	Rsou_peg_739	Vdia_peg_414	Vext_peg_402	Vsoy1_peg_594	Vsoy2_peg_793	Vgig1_peg_368	Vgig2_peg_253	COSY_0559	Vmar_0566	BSEPE_0804	BGC33_11390	AZO1586R_656	Gsub_0370	CRN91_04805	W908_05555	EYG05_02785	Tper_1467	H8D41_04445
SP60_07405	MS2017_0949	Rmag_0605	HUE58_RS02920	Rpac_peg_1256	Rpha_peg_86	Rpli_peg_544	Rrec_peg_1321	Rsou_peg_742	Vdia_peg_415	Vext_peg_403	Vsoy1_peg_593	Vsoy2_peg_792	Vgig1_peg_369	Vgig2_peg_254	COSY_0558	Vmar_0565	BSEPE_0805	BGC33_11400	AZO1586R_204	Gsub_0369	CRN91_04815	W908_05545	EYG05_02780	Tper_1466	H8D41_04440
SP60_07410	MS2017_0950	Rmag_0604	HUE58_RS02915	Rpac_peg_1257	Rpha_peg_87	Rpli_peg_545	Rrec_peg_1320	Rsou_peg_743	Vdia_peg_416	Vext_peg_404	Vsoy1_peg_592	Vsoy2_peg_791	Vgig1_peg_370	Vgig2_peg_255	COSY_0557	Vmar_0564	BSEPE_0806	BGC33_11405	AZO1586R_203	Gsub_0368	CRN91_04820	W908_05540	EYG05_02775	Tper_1465	H8D41_04435
SP60_07420	MS2017_0953	Rmag_0602	HUE58_RS02900	Rpac_peg_1259	Rpha_peg_91	Rpli_peg_547	Rrec_peg_1317	Rsou_peg_747	Vdia_peg_417	Vext_peg_405	Vsoy1_peg_591	Vsoy2_peg_790	Vgig1_peg_371	Vgig2_peg_256	COSY_0556	Vmar_0563	BSEPE_0807	BGC33_11415	AZO1586R_16	Gsub_0844	CRN91_04855	W908_05500	EYG05_02770	Tper_1463	H8D41_04400
SP60_07450	MS2017_0787	Rmag_0597	HUE58_RS02875	Rpac_peg_1265	Rpha_peg_97	Rpli_peg_558	Rrec_peg_1311	Rsou_peg_753	Vdia_peg_422	Vext_peg_410	Vsoy1_peg_583	Vsoy2_peg_782	Vgig1_peg_377	Vgig2_peg_262	COSY_0552	Vmar_0558	BSEPE_0812	BGC33_10100	AZO1586R_2229	Gsub_1175	CRN91_04885	W908_05470	EYG05_04185	Tper_1457	H8D41_04370
SP60_07460	MS2017_0789	Rmag_0595	HUE58_RS02865	Rpac_peg_1267	Rpha_peg_99	Rpli_peg_560	Rrec_peg_1309	Rsou_peg_756	Vdia_peg_425	Vext_peg_413	Vsoy1_peg_581	Vsoy2_peg_780	Vgig1_peg_379	Vgig2_peg_264	COSY_0550	Vmar_0556	BSEPE_0814	BGC33_10110	AZO1586R_2231	Gsub_1177	CRN91_04895	W908_05460	EYG05_04175	Tper_1455	H8D41_04360
SP60_07475	MS2017_0792	Rmag_0594	HUE58_RS02850	Rpac_peg_1270	Rpha_peg_102	Rpli_peg_564	Rrec_peg_1307	Rsou_peg_759	Vdia_peg_426	Vext_peg_414	Vsoy1_peg_579	Vsoy2_peg_778	Vgig1_peg_381	Vgig2_peg_266	COSY_0549	Vmar_0555	BSEPE_0818	BGC33_10125	AZO1586R_2235	Gsub_1180	CRN91_04905	W908_05450	EYG05_04160	Tper_1452	H8D41_04345
SP60_07480	MS2017_0794	Rmag_0593	HUE58_RS02840	Rpac_peg_1272	Rpha_peg_104	Rpli_peg_566	Rrec_peg_1305	Rsou_peg_761	Vdia_peg_427	Vext_peg_415	Vsoy1_peg_578	Vsoy2_peg_777	Vgig1_peg_382	Vgig2_peg_267	COSY_0548	Vmar_0553	BSEPE_0674	BGC33_10135	AZO1586R_220	Gsub_1182	CRN91_04910	W908_05445	EYG05_04155	Tper_1449	H8D41_04340
SP60_07485	MS2017_0795	Rmag_0592	HUE58_RS02835	Rpac_peg_1273	Rpha_peg_105	Rpli_peg_567	Rrec_peg_1304	Rsou_peg_762	Vdia_peg_428	Vext_peg_416	Vsoy1_peg_577	Vsoy2_peg_776	Vgig1_peg_383	Vgig2_peg_268	COSY_0547	Vmar_0552	BSEPE_0675	BGC33_10140	AZO1586R_221	Gsub_1183	CRN91_04915	W908_05440	EYG05_04150	Tper_1448	H8D41_04335
SP60_07570	MS2017_0802	Rmag_0587	HUE58_RS02795	Rpac_peg_1281	Rpha_peg_119	Rpli_peg_577	Rrec_peg_1295	Rsou_peg_775	Vdia_peg_433	Vext_peg_421	Vsoy1_peg_572	Vsoy2_peg_771	Vgig1_peg_388	Vgig2_peg_273	COSY_0541	Vmar_0547	BSEPE_0847	BGC33_10180	AZO1586R_1941	Gsub_0802	CRN91_05470	W908_05010	EYG05_05690	Tper_1556	H8D41_05970
SP60_07615	MS2017_1132	Rmag_0583	HUE58_RS02755	Rpac_peg_1289	Rpha_peg_123	Rpli_peg_608	Rrec_peg_1282	Rsou_peg_794	Vdia_peg_437	Vext_peg_424	Vsoy1_peg_568	Vsoy2_peg_767	Vgig1_peg_391	Vgig2_peg_276	COSY_0538	Vmar_0544	BSEPE_0851	BGC33_15305	AZO1586R_1945	Gsub_0809	CRN91_05485	W908_04995	EYG05_05595	Tper_1341	H8D41_02670
SP60_07640	MS2017_0986	Rmag_0579	HUE58_RS02725	Rpac_peg_1295	Rpha_peg_129	Rpli_peg_620	Rrec_peg_1276	Rsou_peg_799	Vdia_peg_441	Vext_peg_428	Vsoy1_peg_564	Vsoy2_peg_763	Vgig1_peg_395	Vgig2_peg_280	COSY_0534	Vmar_0540	BSEPE_0926	BGC33_07400	AZO1586R_1923	Gsub_0811	CRN91_05500	W908_04980	EYG05_05620	Tper_1346	H8D41_02695
SP60_07645	MS2017_0987	Rmag_0578	HUE58_RS02720	Rpac_peg_1296	Rpha_peg_130	Rpli_peg_621	Rrec_peg_1275	Rsou_peg_800	Vdia_peg_442	Vext_peg_429	Vsoy1_peg_563	Vsoy2_peg_762	Vgig1_peg_396	Vgig2_peg_281	COSY_0533	Vmar_0539	BSEPE_0925	BGC33_07395	AZO1586R_1924	Gsub_0812	CRN91_05505	W908_04975	EYG05_05625	Tper_1347	H8D41_02700
SP60_07650	MS2017_0988	Rmag_0577	HUE58_RS02715	Rpac_peg_1297	Rpha_peg_131	Rpli_peg_622	Rrec_peg_1274	Rsou_peg_801	Vdia_peg_443	Vext_peg_430	Vsoy1_peg_562	Vsoy2_peg_761	Vgig1_peg_397	Vgig2_peg_282	COSY_0532	Vmar_0538	BSEPE_0924	BGC33_07390	AZO1586R_1925	Gsub_0813	CRN91_05510	W908_04970	EYG05_05630	Tper_1348	H8D41_02705
SP60_07655	MS2017_0989	Rmag_0576	HUE58_RS02710	Rpac_peg_1298	Rpha_peg_132	Rpli_peg_623	Rrec_peg_1273	Rsou_peg_802	Vdia_peg_444	Vext_peg_431	Vsoy1_peg_561	Vsoy2_peg_760	Vgig1_peg_398	Vgig2_peg_283	COSY_0531	Vmar_0537	BSEPE_0923	BGC33_07385	AZO1586R_1926	Gsub_0814	CRN91_05515	W908_04965	EYG05_05635	Tper_1349	H8D41_02710
SP60_07660	MS2017_0990	Rmag_0575	HUE58_RS02705	Rpac_peg_1299	Rpha_peg_133	Rpli_peg_624	Rrec_peg_1272	Rsou_peg_803	Vdia_peg_445	Vext_peg_432	Vsoy1_peg_560	Vsoy2_peg_759	Vgig1_peg_399	Vgig2_peg_284	COSY_0530	Vmar_0536	BSEPE_0922	BGC33_07380	AZO1586R_1927	Gsub_0815	CRN91_05520	W908_04960	EYG05_05640	Tper_1350	H8D41_02715
SP60_07665	MS2017_0991	Rmag_0574	HUE58_RS02700	Rpac_peg_1300	Rpha_peg_134	Rpli_peg_625	Rrec_peg_1271	Rsou_peg_804	Vdia_peg_446	Vext_peg_433	Vsoy1_peg_559	Vsoy2_peg_758	Vgig1_peg_400	Vgig2_peg_285	COSY_0529	Vmar_0535	BSEPE_0921	BGC33_07375	AZO1586R_1928	Gsub_0816	CRN91_05525	W908_04955	EYG05_05645	Tper_1351	H8D41_02720
SP60_07675	MS2017_0995	Rmag_0572	HUE58_RS02685	Rpac_peg_1303	Rpha_peg_136	Rpli_peg_627	Rrec_peg_1267	Rsou_peg_806	Vdia_peg_448	Vext_peg_435	Vsoy1_peg_557	Vsoy2_peg_756	Vgig1_peg_402	Vgig2_peg_287	COSY_0527	Vmar_0533	BSEPE_0919	BGC33_07355	AZO1586R_1930	Gsub_0818	CRN91_05535	W908_04945	EYG05_02515	Tper_1353	H8D41_02730
SP60_07865	MS2017_1009	Rmag_0560	HUE58_RS02610	Rpac_peg_1319	Rpha_peg_152	Rpli_peg_1155	Rrec_peg_1250	Rsou_peg_911	Vdia_peg_460	Vext_peg_447	Vsoy1_peg_545	Vsoy2_peg_744	Vgig1_peg_414	Vgig2_peg_299	COSY_0514	Vmar_0520	BSEPE_0907	BGC33_13265	AZO1586R_453	Gsub_0094	CRN91_06120	W908_04185	EYG05_02735	Tper_1366	H8D41_03450
SP60_07870	MS2017_1010	Rmag_0559	HUE58_RS02605	Rpac_peg_1320	Rpha_peg_153	Rpli_peg_1156	Rrec_peg_1249	Rsou_peg_910	Vdia_peg_461	Vext_peg_448	Vsoy1_peg_544	Vsoy2_peg_743	Vgig1_peg_415	Vgig2_peg_300	COSY_0513	Vmar_0519	BSEPE_0906	BGC33_13270	AZO1586R_452	Gsub_0095	CRN91_06115	W908_04190	EYG05_02740	Tper_1367	H8D41_03455
SP60_07875	MS2017_1011	Rmag_0558	HUE58_RS02600	Rpac_peg_1321	Rpha_peg_154	Rpli_peg_1157	Rrec_peg_1248	Rsou_peg_909	Vdia_peg_462	Vext_peg_449	Vsoy1_peg_543	Vsoy2_peg_742	Vgig1_peg_416	Vgig2_peg_301	COSY_0512	Vmar_0518	BSEPE_0905	BGC33_13275	AZO1586R_451	Gsub_0096	CRN91_06110	W908_04195	EYG05_02745	Tper_1368	H8D41_03460
SP60_07885	MS2017_1013	Rmag_0556	HUE58_RS02590	Rpac_peg_1323	Rpha_peg_156	Rpli_peg_1159	Rrec_peg_1246	Rsou_peg_907	Vdia_peg_467	Vext_peg_454	Vsoy1_peg_541	Vsoy2_peg_740	Vgig1_peg_418	Vgig2_peg_303	COSY_0510	Vmar_0516	BSEPE_0903	BGC33_13285	AZO1586R_449	Gsub_0098	CRN91_06100	W908_04205	EYG05_06395	Tper_1370	H8D41_03470
SP60_07890	MS2017_1014	Rmag_0555	HUE58_RS02585	Rpac_peg_1324	Rpha_peg_157	Rpli_peg_1160	Rrec_peg_1245	Rsou_peg_906	Vdia_peg_468	Vext_peg_455	Vsoy1_peg_540	Vsoy2_peg_739	Vgig1_peg_419	Vgig2_peg_304	COSY_0509	Vmar_0515	BSEPE_0902	BGC33_13290	AZO1586R_448	Gsub_0099	CRN91_06095	W908_04210	EYG05_06390	Tper_1371	H8D41_03475
SP60_07895	MS2017_1015	Rmag_0554	HUE58_RS02580	Rpac_peg_1325	Rpha_peg_158	Rpli_peg_1161	Rrec_peg_1244	Rsou_peg_905	Vdia_peg_469	Vext_peg_456	Vsoy1_peg_539	Vsoy2_peg_738	Vgig1_peg_420	Vgig2_peg_305	COSY_0508	Vmar_0514	BSEPE_0901	BGC33_13295	AZO1586R_447	Gsub_0100	CRN91_06090	W908_04215	EYG05_06385	Tper_1372	H8D41_03480
SP60_07930	MS2017_1021	Rmag_0547	HUE58_RS02545	Rpac_peg_1332	Rpha_peg_165	Rpli_peg_1168	Rrec_peg_1237	Rsou_peg_898	Vdia_peg_475	Vext_peg_462	Vsoy1_peg_532	Vsoy2_peg_731	Vgig1_peg_426	Vgig2_peg_311	COSY_0502	Vmar_0508	BSEPE_0895	BGC33_13325	AZO1586R_441	Gsub_0974	CRN91_06055	W908_04250	EYG05_05455	Tper_1379	H8D41_04775
SP60_07935	MS2017_1022	Rmag_0546	HUE58_RS02540	Rpac_peg_1333	Rpha_peg_166	Rpli_peg_1169	Rrec_peg_1236	Rsou_peg_897	Vdia_peg_476	Vext_peg_463	Vsoy1_peg_531	Vsoy2_peg_730	Vgig1_peg_427	Vgig2_peg_312	COSY_0501	Vmar_0507	BSEPE_0894	BGC33_13330	AZO1586R_440	Gsub_0975	CRN91_06050	W908_04255	EYG05_05450	Tper_1380	H8D41_04780
SP60_07950	MS2017_1027	Rmag_0543	HUE58_RS02525	Rpac_peg_1336	Rpha_peg_169	Rpli_peg_1172	Rrec_peg_1233	Rsou_peg_894	Vdia_peg_479	Vext_peg_466	Vsoy1_peg_528	Vsoy2_peg_727	Vgig1_peg_430	Vgig2_peg_315	COSY_0498	Vmar_0504	BSEPE_0891	BGC33_07055	AZO1586R_476	Gsub_0720	CRN91_06040	W908_04265	EYG05_05435	Tper_1386	H8D41_04795
SP60_07955	MS2017_1028	Rmag_0542	HUE58_RS02520	Rpac_peg_1337	Rpha_peg_170	Rpli_peg_1173	Rrec_peg_1232	Rsou_peg_893	Vdia_peg_480	Vext_peg_467	Vsoy1_peg_527	Vsoy2_peg_726	Vgig1_peg_431	Vgig2_peg_316	COSY_0497	Vmar_0503	BSEPE_0890	BGC33_07050	AZO1586R_475	Gsub_0719	CRN91_06035	W908_04270	EYG05_05430	Tper_1387	H8D41_04800
SP60_08010	MS2017_1230	Rmag_0533	HUE58_RS02430	Rpac_peg_1362	Rpha_peg_196	Rpli_peg_1188	Rrec_peg_1211	Rsou_peg_870	Vdia_peg_486	Vext_peg_473	Vsoy1_peg_519	Vsoy2_peg_718	Vgig1_peg_439	Vgig2_peg_324	COSY_0489	Vmar_0493	BSEPE_0741	BGC33_15165	AZO1586R_701	Gsub_1165	CRN91_06375	W908_03920	EYG05_05380	Tper_1397	H8D41_04855
SP60_08015	MS2017_1229	Rmag_0532	HUE58_RS02425	Rpac_peg_1363	Rpha_peg_197	Rpli_peg_1189	Rrec_peg_1210	Rsou_peg_869	Vdia_peg_487	Vext_peg_474	Vsoy1_peg_518	Vsoy2_peg_717	Vgig1_peg_440	Vgig2_peg_325	COSY_0488	Vmar_0492	BSEPE_0742	BGC33_15170	AZO1586R_700	Gsub_1166	CRN91_06370	W908_03925	EYG05_05375	Tper_1398	H8D41_04860
SP60_08020	MS2017_1228	Rmag_0531	HUE58_RS02420	Rpac_peg_1364	Rpha_peg_198	Rpli_peg_1190	Rrec_peg_1209	Rsou_peg_868	Vdia_peg_488	Vext_peg_475	Vsoy1_peg_517	Vsoy2_peg_716	Vgig1_peg_441	Vgig2_peg_326	COSY_0487	Vmar_0491	BSEPE_0743	BGC33_15175	AZO1586R_699	Gsub_1169	CRN91_06365	W908_03930	EYG05_05370	Tper_1399	H8D41_04865
SP60_08065	MS2017_1036	Rmag_0526	HUE58_RS02380	Rpac_peg_1371	Rpha_peg_207	Rpli_peg_1195	Rrec_peg_1202	Rsou_peg_108	Vdia_peg_493	Vext_peg_480	Vsoy1_peg_512	Vsoy2_peg_711	Vgig1_peg_446	Vgig2_peg_331	COSY_0482	Vmar_0486	BSEPE_0883	BGC33_09215	AZO1586R_1183	Gsub_0119	CRN91_06020	W908_04285	EYG05_05310	Tper_1408	H8D41_04910
SP60_08120	MS2017_1050	Rmag_0524	HUE58_RS02360	Rpac_peg_1374	Rpha_peg_211	Rpli_peg_1198	Rrec_peg_1196	Rsou_peg_104	Vdia_peg_495	Vext_peg_482	Vsoy1_peg_510	Vsoy2_peg_709	Vgig1_peg_448	Vgig2_peg_333	COSY_0480	Vmar_0484	BSEPE_0873	BGC33_07120	AZO1586R_1172	Gsub_1156	CRN91_06000	W908_04305	EYG05_05255	Tper_1412	H8D41_04940
SP60_08125	MS2017_1053	Rmag_0523	HUE58_RS02355	Rpac_peg_1375	Rpha_peg_212	Rpli_peg_1199	Rrec_peg_1195	Rsou_peg_103	Vdia_peg_496	Vext_peg_483	Vsoy1_peg_509	Vsoy2_peg_708	Vgig1_peg_449	Vgig2_peg_334	COSY_0479	Vmar_0483	BSEPE_0872	BGC33_07105	AZO1586R_244	Gsub_1157	CRN91_05995	W908_04310	EYG05_03250	Tper_1413	H8D41_04945
SP60_00250	MS2017_1239	Rmag_0485	HUE58_RS02120	Rpac_peg_913	Rpha_peg_295	Rpli_peg_1242	Rrec_peg_1141	Rsou_peg_1875	Vdia_peg_528	Vext_peg_516	Vsoy1_peg_477	Vsoy2_peg_676	Vgig1_peg_483	Vgig2_peg_369	COSY_0448	Vmar_0452	BSEPE_0735	BGC33_15125	AZO1586R_2326	Gsub_0618	CRN91_06405	W908_03890	EYG05_07995	Tper_0900	H8D41_03540
SP60_00800	MS2017_1412	Rmag_0412	HUE58_RS01585	Rpac_peg_1424	Rpha_peg_477	Rpli_peg_1639	Rrec_peg_1018	Rsou_peg_641	Vdia_peg_598	Vext_peg_586	Vsoy1_peg_407	Vsoy2_peg_607	Vgig1_peg_554	Vgig2_peg_439	COSY_0381	Vmar_0379	BSEPE_0748	BGC33_12930	AZO1586R_1777	Gsub_0030	CRN91_07105	W908_03045	EYG05_03920	Tper_0836	H8D41_05880
SP60_01235	MS2017_1523	Rmag_0349	HUE58_RS01240	Rpac_peg_516	Rpha_peg_1650	Rpli_peg_678	Rrec_peg_78	Rsou_peg_1295	Vdia_peg_649	Vext_peg_638	Vsoy1_peg_354	Vsoy2_peg_558	Vgig1_peg_601	Vgig2_peg_489	COSY_0330	Vmar_0330	BSEPE_0668	BGC33_13885	AZO1586R_1146	Gsub_1085	CRN91_04100	W908_06260	EYG05_03180	Tper_0679	H8D41_05635
SP60_01625	MS2017_1684	Rmag_0831	HUE58_RS04130	Rpac_peg_586	Rpha_peg_1529	Rpli_peg_781	Rrec_peg_378	Rsou_peg_985	Vdia_peg_200	Vext_peg_195	Vsoy1_peg_793	Vsoy2_peg_9	Vgig1_peg_774	Vgig2_peg_663	COSY_0755	Vmar_0766	BSEPE_1209	BGC33_06800	AZO1586R_100	Gsub_0393	CRN91_03725	W908_06655	EYG05_07930	Tper_0603	H8D41_06225
SP60_03185	MS2017_0208	Rmag_0972	HUE58_RS04905	Rpac_peg_752	Rpha_peg_1327	Rpli_peg_981	Rrec_peg_543	Rsou_peg_602	Vdia_peg_83	Vext_peg_79	Vsoy1_peg_912	Vsoy2_peg_128	Vgig1_peg_893	Vgig2_peg_780	COSY_0872	Vmar_0882	BSEPE_1448	BGC33_09435	AZO1586R_2209	Gsub_0747	CRN91_02600	W908_07575	EYG05_03390	Tper_0396	H8D41_04630
SP60_03400	MS2017_0177	Rmag_0995	HUE58_RS05095	Rpac_peg_777	Rpha_peg_826	Rpli_peg_1018	Rrec_peg_585	Rsou_peg_447	Vdia_peg_65	Vext_peg_61	Vsoy1_peg_931	Vsoy2_peg_147	Vgig1_peg_911	Vgig2_peg_798	COSY_0891	Vmar_0900	BSEPE_0148	BGC33_11755	AZO1586R_1571	Gsub_0389	CRN91_02430	W908_07710	EYG05_07650	Tper_0424	H8D41_01250
SP60_03635	MS2017_2177	Rmag_1024	HUE58_RS05305	Rpac_peg_820	Rpha_peg_868	Rpli_peg_1064	Rrec_peg_624	Rsou_peg_398	Vdia_peg_33	Vext_peg_30	Vsoy1_peg_962	Vsoy2_peg_177	Vgig1_peg_943	Vgig2_peg_828	COSY_0926	Vmar_0930	BSEPE_1513	BGC33_13510	AZO1586R_1285	Gsub_0460	CRN91_02245	W908_07895	EYG05_01135	Tper_0784	H8D41_02535
SP60_04825	MS2017_1960	Rmag_0120	HUE58_RS06425	Rpac_peg_54	Rpha_peg_1933	Rpli_peg_1408	Rrec_peg_867	Rsou_peg_1954	Vdia_peg_859	Vext_peg_848	Vsoy1_peg_148	Vsoy2_peg_353	Vgig1_peg_131	Vgig2_peg_20	COSY_0124	Vmar_0121	BSEPE_1329	BGC33_12470	AZO1586R_1241	Gsub_0941	CRN91_00570	W908_00820	EYG05_06105	Tper_1100	H8D41_04190
SP60_05270	MS2017_1845	Rmag_0171	HUE58_RS03950	Rpac_peg_1031	Rpha_peg_1587	Rpli_peg_59	Rrec_peg_932	Rsou_peg_1243	Vdia_peg_810	Vext_peg_799	Vsoy1_peg_196	Vsoy2_peg_401	Vgig1_peg_757	Vgig2_peg_646	COSY_0175	Vmar_0171	BSEPE_0278	BGC33_11015	AZO1586R_1873	Gsub_1315	CRN91_00145	W908_01400	EYG05_02300	Tper_1592	H8D41_01350
SP60_05470	MS2017_1800	Rmag_0211	HUE58_RS00410	Rpac_peg_326	Rpha_peg_2208	Rpli_peg_75	Rrec_peg_251	Rsou_peg_1006	Vdia_peg_778	Vext_peg_767	Vsoy1_peg_229	Vsoy2_peg_434	Vgig1_peg_725	Vgig2_peg_612	COSY_0207	Vmar_0204	BSEPE_0329	BGC33_05955	AZO1586R_1366	Gsub_0456	CRN91_08390	W908_01690	EYG05_02640	Tper_0554	H8D41_00180
SP60_05660	MS2017_0367	Rmag_0246	HUE58_RS00620	Rpac_peg_371	Rpha_peg_1102	Rpli_peg_116	Rrec_peg_209	Rsou_peg_1063	Vdia_peg_747	Vext_peg_736	Vsoy1_peg_261	Vsoy2_peg_466	Vgig1_peg_691	Vgig2_peg_579	COSY_0238	Vmar_0236	BSEPE_0372	BGC33_04005	AZO1586R_2037	Gsub_0138	CRN91_08235	W908_01855	EYG05_02915	Tper_0008	H8D41_05185
SP60_07850	MS2017_1006	Rmag_0563	HUE58_RS02630	Rpac_peg_1315	Rpha_peg_149	Rpli_peg_1152	Rrec_peg_1254	Rsou_peg_914	Vdia_peg_456	Vext_peg_443	Vsoy1_peg_549	Vsoy2_peg_748	Vgig1_peg_410	Vgig2_peg_295	COSY_0518	Vmar_0525	BSEPE_0910	BGC33_13250	AZO1586R_456	Gsub_0091	CRN91_06135	W908_04170	EYG05_02730	Tper_1363	H8D41_03445
SP60_04085	MS2017_0019	Rmag_0013	HUE58_RS05700	Rpac_peg_217	Rpha_peg_1040	Rpli_peg_1578	Rrec_peg_715	Rsou_peg_1787	Vdia_peg_970	Vext_peg_958	Vsoy1_peg_39	Vsoy2_peg_243	Vgig1_peg_23	Vgig2_peg_945	COSY_0014	Vmar_0014	BSEPE_0017	BGC33_10300	AZO1586R_1656	Gsub_1380	CRN91_01445	W908_08705	EYG05_04240	Tper_0076	H8D41_01775
SP60_05675	MS2017_0372	Rmag_0249	HUE58_RS00650	Rpac_peg_374	Rpha_peg_1097	Rpli_peg_121	Rrec_peg_204	Rsou_peg_1068	Vdia_peg_744	Vext_peg_733	Vsoy1_peg_264	Vsoy2_peg_469	Vgig1_peg_688	Vgig2_peg_576	COSY_0241	Vmar_0239	BSEPE_0375	BGC33_08610	AZO1586R_2034	Gsub_0135	CRN91_08220	W908_01870	EYG05_02930	Tper_0005	H8D41_05170
SP60_01350	MS2017_1585	Rmag_0329	HUE58_RS01150	Rpac_peg_493	Rpha_peg_1676	Rpli_peg_657	Rrec_peg_97	Rsou_peg_1319	Vdia_peg_667	Vext_peg_656	Vsoy1_peg_336	Vsoy2_peg_540	Vgig1_peg_619	Vgig2_peg_507	COSY_0312	Vmar_0312	BSEPE_0643	BGC33_11075	AZO1586R_1321	Gsub_0243	CRN91_04000	W908_06365	EYG05_00565	Tper_0659	H8D41_01095
