Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas	V.soyoae
MS2017_1785	SP60_05545	Rmag_0224	Rpac_peg_343	Rpha_peg_2190	Rple_peg_91	Rrec_peg_238	Rsou_peg_1023	Vdia_peg_767	Vext_peg_756	COSY_0218	Vgig2_peg_599	Vsoy2_peg_445
MS2017_1789	SP60_05540	Rmag_0223	Rpac_peg_342	Rpha_peg_2191	Rple_peg_90	Rrec_peg_239	Rsou_peg_1022	Vdia_peg_768	Vext_peg_757	COSY_0217	Vgig2_peg_600	Vsoy2_peg_444
MS2017_1790	SP60_05530	Rmag_0222	Rpac_peg_339	Rpha_peg_2194	Rple_peg_88	Rrec_peg_241	Rsou_peg_1018	Vdia_peg_769	Vext_peg_758	COSY_0216	Vgig2_peg_602	Vsoy2_peg_443
MS2017_1791	SP60_05525	Rmag_0221	Rpac_peg_338	Rpha_peg_2195	Rple_peg_87	Rrec_peg_242	Rsou_peg_1017	Vdia_peg_770	Vext_peg_759	COSY_0215	Vgig2_peg_603	Vsoy2_peg_442
MS2017_1794	SP60_05505	Rmag_0217	Rpac_peg_334	Rpha_peg_2200	Rple_peg_83	Rrec_peg_245	Rsou_peg_1013	Vdia_peg_773	Vext_peg_762	COSY_0212	Vgig2_peg_607	Vsoy2_peg_439
MS2017_1795	SP60_05500	Rmag_0216	Rpac_peg_333	Rpha_peg_2201	Rple_peg_82	Rrec_peg_246	Rsou_peg_1012	Vdia_peg_774	Vext_peg_763	COSY_0211	Vgig2_peg_608	Vsoy2_peg_438
MS2017_1796	SP60_05495	Rmag_0215	Rpac_peg_332	Rpha_peg_2202	Rple_peg_81	Rrec_peg_247	Rsou_peg_1011	Vdia_peg_775	Vext_peg_764	COSY_0210	Vgig2_peg_609	Vsoy2_peg_437
MS2017_1797	SP60_05490	Rmag_0214	Rpac_peg_331	Rpha_peg_2203	Rple_peg_80	Rrec_peg_248	Rsou_peg_1010	Vdia_peg_776	Vext_peg_765	COSY_0209	Vgig2_peg_610	Vsoy2_peg_436
MS2017_1798	SP60_05485	Rmag_0213	Rpac_peg_330	Rpha_peg_2204	Rple_peg_79	Rrec_peg_249	Rsou_peg_1009	Vdia_peg_777	Vext_peg_766	COSY_0208	Vgig2_peg_611	Vsoy2_peg_435
MS2017_1800	SP60_05470	Rmag_0211	Rpac_peg_326	Rpha_peg_2208	Rple_peg_75	Rrec_peg_251	Rsou_peg_1006	Vdia_peg_778	Vext_peg_767	COSY_0207	Vgig2_peg_612	Vsoy2_peg_434
MS2017_1804	SP60_05455	Rmag_0208	Rpac_peg_1073	Rpha_peg_13	Rple_peg_11	Rrec_peg_978	Rsou_peg_1207	Vdia_peg_780	Vext_peg_769	COSY_0205	Vgig2_peg_614	Vsoy2_peg_432
MS2017_1806	SP60_05445	Rmag_0206	Rpac_peg_1071	Rpha_peg_11	Rple_peg_16	Rrec_peg_976	Rsou_peg_1205	Vdia_peg_781	Vext_peg_770	COSY_0204	Vgig2_peg_615	Vsoy2_peg_431
MS2017_1807	SP60_05440	Rmag_0205	Rpac_peg_1070	Rpha_peg_10	Rple_peg_17	Rrec_peg_975	Rsou_peg_1204	Vdia_peg_782	Vext_peg_771	COSY_0203	Vgig2_peg_616	Vsoy2_peg_430
MS2017_1808	SP60_05435	Rmag_0204	Rpac_peg_1069	Rpha_peg_9	Rple_peg_18	Rrec_peg_974	Rsou_peg_1203	Vdia_peg_783	Vext_peg_772	COSY_0202	Vgig2_peg_617	Vsoy2_peg_429
MS2017_1809	SP60_05430	Rmag_0203	Rpac_peg_1068	Rpha_peg_8	Rple_peg_19	Rrec_peg_973	Rsou_peg_1202	Vdia_peg_784	Vext_peg_773	COSY_0201	Vgig2_peg_618	Vsoy2_peg_428
MS2017_1810	SP60_05425	Rmag_0201	Rpac_peg_1066	Rpha_peg_6	Rple_peg_21	Rrec_peg_971	Rsou_peg_1200	Vdia_peg_785	Vext_peg_774	COSY_0200	Vgig2_peg_619	Vsoy2_peg_427
MS2017_1811	SP60_05420	Rmag_0200	Rpac_peg_1065	Rpha_peg_5	Rple_peg_22	Rrec_peg_970	Rsou_peg_1199	Vdia_peg_786	Vext_peg_775	COSY_0199	Vgig2_peg_620	Vsoy2_peg_426
MS2017_1812	SP60_05415	Rmag_0199	Rpac_peg_1064	Rpha_peg_4	Rple_peg_23	Rrec_peg_969	Rsou_peg_1198	Vdia_peg_787	Vext_peg_776	COSY_0198	Vgig2_peg_621	Vsoy2_peg_425
MS2017_1818	SP60_05410	Rmag_0197	Rpac_peg_1062	Rpha_peg_1157	Rple_peg_26	Rrec_peg_966	Rsou_peg_1209	Vdia_peg_788	Vext_peg_777	COSY_0197	Vgig2_peg_622	Vsoy2_peg_424
MS2017_1824	SP60_05375	Rmag_0192	Rpac_peg_1052	Rpha_peg_1608	Rple_peg_38	Rrec_peg_953	Rsou_peg_1222	Vdia_peg_789	Vext_peg_778	COSY_0196	Vgig2_peg_625	Vsoy2_peg_422
MS2017_1825	SP60_05370	Rmag_0191	Rpac_peg_1051	Rpha_peg_1607	Rple_peg_39	Rrec_peg_952	Rsou_peg_1223	Vdia_peg_790	Vext_peg_779	COSY_0195	Vgig2_peg_626	Vsoy2_peg_421
MS2017_1826	SP60_05365	Rmag_0190	Rpac_peg_1050	Rpha_peg_1606	Rple_peg_40	Rrec_peg_951	Rsou_peg_1224	Vdia_peg_791	Vext_peg_780	COSY_0194	Vgig2_peg_627	Vsoy2_peg_420
MS2017_1827	SP60_05360	Rmag_0189	Rpac_peg_1049	Rpha_peg_1605	Rple_peg_41	Rrec_peg_950	Rsou_peg_1225	Vdia_peg_792	Vext_peg_781	COSY_0193	Vgig2_peg_628	Vsoy2_peg_419
MS2017_1828	SP60_05355	Rmag_0188	Rpac_peg_1048	Rpha_peg_1604	Rple_peg_42	Rrec_peg_949	Rsou_peg_1226	Vdia_peg_793	Vext_peg_782	COSY_0192	Vgig2_peg_629	Vsoy2_peg_418
MS2017_1829	SP60_05350	Rmag_0187	Rpac_peg_1047	Rpha_peg_1603	Rple_peg_43	Rrec_peg_948	Rsou_peg_1227	Vdia_peg_794	Vext_peg_783	COSY_0191	Vgig2_peg_630	Vsoy2_peg_417
MS2017_1831	SP60_05340	Rmag_0185	Rpac_peg_1045	Rpha_peg_1601	Rple_peg_45	Rrec_peg_946	Rsou_peg_1229	Vdia_peg_796	Vext_peg_785	COSY_0189	Vgig2_peg_632	Vsoy2_peg_415
MS2017_1832	SP60_05335	Rmag_0184	Rpac_peg_1044	Rpha_peg_1600	Rple_peg_46	Rrec_peg_945	Rsou_peg_1230	Vdia_peg_797	Vext_peg_786	COSY_0188	Vgig2_peg_633	Vsoy2_peg_414
MS2017_1833	SP60_05330	Rmag_0183	Rpac_peg_1043	Rpha_peg_1599	Rple_peg_47	Rrec_peg_944	Rsou_peg_1231	Vdia_peg_798	Vext_peg_787	COSY_0187	Vgig2_peg_634	Vsoy2_peg_413
MS2017_1834	SP60_05325	Rmag_0182	Rpac_peg_1042	Rpha_peg_1598	Rple_peg_48	Rrec_peg_943	Rsou_peg_1232	Vdia_peg_799	Vext_peg_788	COSY_0186	Vgig2_peg_635	Vsoy2_peg_412
MS2017_1835	SP60_05320	Rmag_0181	Rpac_peg_1041	Rpha_peg_1597	Rple_peg_49	Rrec_peg_942	Rsou_peg_1233	Vdia_peg_800	Vext_peg_789	COSY_0185	Vgig2_peg_636	Vsoy2_peg_411
MS2017_1836	SP60_05315	Rmag_0180	Rpac_peg_1040	Rpha_peg_1596	Rple_peg_50	Rrec_peg_941	Rsou_peg_1234	Vdia_peg_801	Vext_peg_790	COSY_0184	Vgig2_peg_637	Vsoy2_peg_410
MS2017_1837	SP60_05310	Rmag_0179	Rpac_peg_1039	Rpha_peg_1595	Rple_peg_51	Rrec_peg_940	Rsou_peg_1235	Vdia_peg_802	Vext_peg_791	COSY_0183	Vgig2_peg_638	Vsoy2_peg_409
MS2017_1838	SP60_05305	Rmag_0178	Rpac_peg_1038	Rpha_peg_1594	Rple_peg_52	Rrec_peg_939	Rsou_peg_1236	Vdia_peg_803	Vext_peg_792	COSY_0182	Vgig2_peg_639	Vsoy2_peg_408
MS2017_1839	SP60_05300	Rmag_0177	Rpac_peg_1037	Rpha_peg_1593	Rple_peg_53	Rrec_peg_938	Rsou_peg_1237	Vdia_peg_804	Vext_peg_793	COSY_0181	Vgig2_peg_640	Vsoy2_peg_407
MS2017_1840	SP60_05295	Rmag_0176	Rpac_peg_1036	Rpha_peg_1592	Rple_peg_54	Rrec_peg_937	Rsou_peg_1238	Vdia_peg_805	Vext_peg_794	COSY_0180	Vgig2_peg_641	Vsoy2_peg_406
MS2017_1841	SP60_05290	Rmag_0175	Rpac_peg_1035	Rpha_peg_1591	Rple_peg_55	Rrec_peg_936	Rsou_peg_1239	Vdia_peg_806	Vext_peg_795	COSY_0179	Vgig2_peg_642	Vsoy2_peg_405
MS2017_1842	SP60_05285	Rmag_0174	Rpac_peg_1034	Rpha_peg_1590	Rple_peg_56	Rrec_peg_935	Rsou_peg_1240	Vdia_peg_807	Vext_peg_796	COSY_0178	Vgig2_peg_643	Vsoy2_peg_404
MS2017_1843	SP60_05280	Rmag_0173	Rpac_peg_1033	Rpha_peg_1589	Rple_peg_57	Rrec_peg_934	Rsou_peg_1241	Vdia_peg_808	Vext_peg_797	COSY_0177	Vgig2_peg_644	Vsoy2_peg_403
MS2017_1844	SP60_05275	Rmag_0172	Rpac_peg_1032	Rpha_peg_1588	Rple_peg_58	Rrec_peg_933	Rsou_peg_1242	Vdia_peg_809	Vext_peg_798	COSY_0176	Vgig2_peg_645	Vsoy2_peg_402
MS2017_1845	SP60_05270	Rmag_0171	Rpac_peg_1031	Rpha_peg_1587	Rple_peg_59	Rrec_peg_932	Rsou_peg_1243	Vdia_peg_810	Vext_peg_799	COSY_0175	Vgig2_peg_646	Vsoy2_peg_401
MS2017_1846	SP60_05265	Rmag_0170	Rpac_peg_1030	Rpha_peg_1586	Rple_peg_60	Rrec_peg_931	Rsou_peg_1244	Vdia_peg_811	Vext_peg_800	COSY_0174	Vgig2_peg_647	Vsoy2_peg_400
MS2017_1847	SP60_05260	Rmag_0169	Rpac_peg_1029	Rpha_peg_1585	Rple_peg_61	Rrec_peg_930	Rsou_peg_1245	Vdia_peg_812	Vext_peg_801	COSY_0173	Vgig2_peg_648	Vsoy2_peg_399
MS2017_1848	SP60_05255	Rmag_0168	Rpac_peg_1028	Rpha_peg_1584	Rple_peg_62	Rrec_peg_929	Rsou_peg_1246	Vdia_peg_813	Vext_peg_802	COSY_0172	Vgig2_peg_649	Vsoy2_peg_398
MS2017_1849	SP60_05250	Rmag_0167	Rpac_peg_1027	Rpha_peg_1583	Rple_peg_63	Rrec_peg_928	Rsou_peg_1247	Vdia_peg_814	Vext_peg_803	COSY_0171	Vgig2_peg_650	Vsoy2_peg_397
MS2017_1850	SP60_05245	Rmag_0166	Rpac_peg_1026	Rpha_peg_1582	Rple_peg_64	Rrec_peg_927	Rsou_peg_1248	Vdia_peg_815	Vext_peg_804	COSY_0170	Vgig2_peg_651	Vsoy2_peg_396
MS2017_1851	SP60_05240	Rmag_0165	Rpac_peg_1025	Rpha_peg_1581	Rple_peg_65	Rrec_peg_926	Rsou_peg_1249	Vdia_peg_816	Vext_peg_805	COSY_0169	Vgig2_peg_652	Vsoy2_peg_395
MS2017_1852	SP60_05235	Rmag_0164	Rpac_peg_1024	Rpha_peg_1580	Rple_peg_66	Rrec_peg_925	Rsou_peg_1250	Vdia_peg_817	Vext_peg_806	COSY_0168	Vgig2_peg_653	Vsoy2_peg_394
MS2017_1854	SP60_05225	Rmag_0162	Rpac_peg_3	Rpha_peg_1995	Rple_peg_1340	Rrec_peg_923	Rsou_peg_1966	Vdia_peg_819	Vext_peg_808	COSY_0166	Vgig2_peg_60	Vsoy2_peg_392
MS2017_1855	SP60_05220	Rmag_0161	Rpac_peg_4	Rpha_peg_1994	Rple_peg_1341	Rrec_peg_922	Rsou_peg_1965	Vdia_peg_820	Vext_peg_809	COSY_0165	Vgig2_peg_59	Vsoy2_peg_391
MS2017_1856	SP60_05215	Rmag_0160	Rpac_peg_5	Rpha_peg_1993	Rple_peg_1342	Rrec_peg_921	Rsou_peg_1964	Vdia_peg_821	Vext_peg_810	COSY_0164	Vgig2_peg_58	Vsoy2_peg_390
MS2017_1858	SP60_05205	Rmag_0158	Rpac_peg_6	Rpha_peg_1991	Rple_peg_1344	Rrec_peg_920	Rsou_peg_1962	Vdia_peg_822	Vext_peg_811	COSY_0163	Vgig2_peg_57	Vsoy2_peg_389
MS2017_1861	SP60_05195	Rmag_0156	Rpac_peg_9	Rpha_peg_1988	Rple_peg_1352	Rrec_peg_917	Rsou_peg_961	Vdia_peg_824	Vext_peg_813	COSY_0161	Vgig2_peg_55	Vsoy2_peg_387
MS2017_1871	SP60_05185	Rmag_0153	Rpac_peg_12	Rpha_peg_1983	Rple_peg_1356	Rrec_peg_913	Rsou_peg_956	Vdia_peg_827	Vext_peg_816	COSY_0159	Vgig2_peg_52	Vsoy2_peg_385
MS2017_1872	SP60_05175	Rmag_0152	Rpac_peg_13	Rpha_peg_1982	Rple_peg_1357	Rrec_peg_912	Rsou_peg_955	Vdia_peg_828	Vext_peg_817	COSY_0157	Vgig2_peg_51	Vsoy2_peg_384
MS2017_1873	SP60_05150	Rmag_0151	Rpac_peg_14	Rpha_peg_1981	Rple_peg_1358	Rrec_peg_911	Rsou_peg_954	Vdia_peg_829	Vext_peg_818	COSY_0154	Vgig2_peg_50	Vsoy2_peg_383
MS2017_1878	SP60_05125	Rmag_0147	Rpac_peg_18	Rpha_peg_1975	Rple_peg_1364	Rrec_peg_904	Rsou_peg_949	Vdia_peg_832	Vext_peg_821	COSY_0151	Vgig2_peg_47	Vsoy2_peg_380
MS2017_1881	SP60_05120	Rmag_0146	Rpac_peg_23	Rpha_peg_1971	Rple_peg_1367	Rrec_peg_903	Rsou_peg_948	Vdia_peg_833	Vext_peg_822	COSY_0150	Vgig2_peg_46	Vsoy2_peg_379
MS2017_1882	SP60_05115	Rmag_0145	Rpac_peg_24	Rpha_peg_1970	Rple_peg_1368	Rrec_peg_902	Rsou_peg_947	Vdia_peg_834	Vext_peg_823	COSY_0149	Vgig2_peg_45	Vsoy2_peg_378
MS2017_1883	SP60_05110	Rmag_0144	Rpac_peg_25	Rpha_peg_1969	Rple_peg_1369	Rrec_peg_901	Rsou_peg_946	Vdia_peg_835	Vext_peg_824	COSY_0148	Vgig2_peg_44	Vsoy2_peg_377
MS2017_1923	SP60_05090	Rmag_0143	Rpac_peg_29	Rpha_peg_1964	Rple_peg_1372	Rrec_peg_898	Rsou_peg_940	Vdia_peg_837	Vext_peg_826	COSY_0146	Vgig2_peg_42	Vsoy2_peg_375
MS2017_1924	SP60_05085	Rmag_0142	Rpac_peg_30	Rpha_peg_1963	Rple_peg_1373	Rrec_peg_897	Rsou_peg_939	Vdia_peg_838	Vext_peg_827	COSY_0145	Vgig2_peg_41	Vsoy2_peg_374
MS2017_1925	SP60_05080	Rmag_0141	Rpac_peg_31	Rpha_peg_1962	Rple_peg_1374	Rrec_peg_896	Rsou_peg_938	Vdia_peg_839	Vext_peg_828	COSY_0144	Vgig2_peg_40	Vsoy2_peg_373
MS2017_1926	SP60_05075	Rmag_0140	Rpac_peg_32	Rpha_peg_1961	Rple_peg_1375	Rrec_peg_895	Rsou_peg_937	Vdia_peg_840	Vext_peg_829	COSY_0143	Vgig2_peg_39	Vsoy2_peg_372
MS2017_1927	SP60_05070	Rmag_0139	Rpac_peg_33	Rpha_peg_1960	Rple_peg_1376	Rrec_peg_894	Rsou_peg_936	Vdia_peg_841	Vext_peg_830	COSY_0142	Vgig2_peg_38	Vsoy2_peg_371
MS2017_1933	SP60_05060	Rmag_0138	Rpac_peg_36	Rpha_peg_1949	Rple_peg_1390	Rrec_peg_889	Rsou_peg_1768	Vdia_peg_843	Vext_peg_832	COSY_0140	Vgig2_peg_36	Vsoy2_peg_369
MS2017_1934	SP60_05055	Rmag_0137	Rpac_peg_37	Rpha_peg_1948	Rple_peg_1391	Rrec_peg_888	Rsou_peg_1767	Vdia_peg_844	Vext_peg_833	COSY_0139	Vgig2_peg_35	Vsoy2_peg_368
MS2017_1935	SP60_05050	Rmag_0136	Rpac_peg_38	Rpha_peg_1947	Rple_peg_1392	Rrec_peg_887	Rsou_peg_1766	Vdia_peg_845	Vext_peg_834	COSY_0138	Vgig2_peg_34	Vsoy2_peg_367
MS2017_1936	SP60_05045	Rmag_0135	Rpac_peg_39	Rpha_peg_1946	Rple_peg_1393	Rrec_peg_886	Rsou_peg_1765	Vdia_peg_846	Vext_peg_835	COSY_0137	Vgig2_peg_33	Vsoy2_peg_366
MS2017_1937	SP60_05040	Rmag_0134	Rpac_peg_40	Rpha_peg_1945	Rple_peg_1394	Rrec_peg_885	Rsou_peg_1764	Vdia_peg_847	Vext_peg_836	COSY_0136	Vgig2_peg_32	Vsoy2_peg_365
MS2017_1938	SP60_05035	Rmag_0133	Rpac_peg_41	Rpha_peg_1944	Rple_peg_1395	Rrec_peg_884	Rsou_peg_1763	Vdia_peg_848	Vext_peg_837	COSY_0135	Vgig2_peg_31	Vsoy2_peg_364
MS2017_1941	SP60_05030	Rmag_0132	Rpac_peg_42	Rpha_peg_1943	Rple_peg_1396	Rrec_peg_883	Rsou_peg_1762	Vdia_peg_849	Vext_peg_838	COSY_0134	Vgig2_peg_30	Vsoy2_peg_363
MS2017_1947	SP60_04885	Rmag_0127	Rpac_peg_45	Rpha_peg_1941	Rple_peg_1398	Rrec_peg_876	Rsou_peg_1945	Vdia_peg_851	Vext_peg_840	COSY_0132	Vgig2_peg_28	Vsoy2_peg_361
MS2017_1949	SP60_04875	Rmag_0126	Rpac_peg_47	Rpha_peg_1940	Rple_peg_1400	Rrec_peg_874	Rsou_peg_1946	Vdia_peg_852	Vext_peg_841	COSY_0131	Vgig2_peg_27	Vsoy2_peg_360
MS2017_1953	SP60_04840	Rmag_0123	Rpac_peg_51	Rpha_peg_1936	Rple_peg_1405	Rrec_peg_870	Rsou_peg_1951	Vdia_peg_856	Vext_peg_845	COSY_0127	Vgig2_peg_23	Vsoy2_peg_356
MS2017_1954	SP60_04835	Rmag_0122	Rpac_peg_52	Rpha_peg_1935	Rple_peg_1406	Rrec_peg_869	Rsou_peg_1952	Vdia_peg_857	Vext_peg_846	COSY_0126	Vgig2_peg_22	Vsoy2_peg_355
MS2017_1959	SP60_04830	Rmag_0121	Rpac_peg_53	Rpha_peg_1934	Rple_peg_1407	Rrec_peg_868	Rsou_peg_1953	Vdia_peg_858	Vext_peg_847	COSY_0125	Vgig2_peg_21	Vsoy2_peg_354
MS2017_1960	SP60_04825	Rmag_0120	Rpac_peg_54	Rpha_peg_1933	Rple_peg_1408	Rrec_peg_867	Rsou_peg_1954	Vdia_peg_859	Vext_peg_848	COSY_0124	Vgig2_peg_20	Vsoy2_peg_353
MS2017_1961	SP60_04785	Rmag_0118	Rpac_peg_55	Rpha_peg_1929	Rple_peg_1412	Rrec_peg_865	Rsou_peg_1516	Vdia_peg_860	Vext_peg_849	COSY_0123	Vgig2_peg_19	Vsoy2_peg_352
MS2017_1962	SP60_04780	Rmag_0117	Rpac_peg_56	Rpha_peg_1928	Rple_peg_1413	Rrec_peg_864	Rsou_peg_1517	Vdia_peg_861	Vext_peg_850	COSY_0122	Vgig2_peg_18	Vsoy2_peg_351
MS2017_1963	SP60_04775	Rmag_0116	Rpac_peg_57	Rpha_peg_1927	Rple_peg_1414	Rrec_peg_863	Rsou_peg_1518	Vdia_peg_862	Vext_peg_851	COSY_0121	Vgig2_peg_17	Vsoy2_peg_350
MS2017_1968	SP60_04755	Rmag_0113	Rpac_peg_62	Rpha_peg_1923	Rple_peg_1418	Rrec_peg_857	Rsou_peg_1523	Vdia_peg_867	Vext_peg_856	COSY_0118	Vgig2_peg_13	Vsoy2_peg_347
MS2017_1969	SP60_04750	Rmag_0112	Rpac_peg_63	Rpha_peg_1922	Rple_peg_1419	Rrec_peg_856	Rsou_peg_1524	Vdia_peg_868	Vext_peg_857	COSY_0117	Vgig2_peg_12	Vsoy2_peg_346
MS2017_1970	SP60_04745	Rmag_0111	Rpac_peg_64	Rpha_peg_1921	Rple_peg_1420	Rrec_peg_855	Rsou_peg_1525	Vdia_peg_869	Vext_peg_858	COSY_0116	Vgig2_peg_11	Vsoy2_peg_345
MS2017_1974	SP60_04735	Rmag_0109	Rpac_peg_66	Rpha_peg_1919	Rple_peg_1422	Rrec_peg_853	Rsou_peg_1527	Vdia_peg_871	Vext_peg_860	COSY_0113	Vgig2_peg_9	Vsoy2_peg_343
MS2017_1975	SP60_04730	Rmag_0108	Rpac_peg_67	Rpha_peg_1918	Rple_peg_1423	Rrec_peg_852	Rsou_peg_1528	Vdia_peg_872	Vext_peg_861	COSY_0112	Vgig2_peg_8	Vsoy2_peg_342
MS2017_1978	SP60_04720	Rmag_0107	Rpac_peg_68	Rpha_peg_1917	Rple_peg_1424	Rrec_peg_851	Rsou_peg_1529	Vdia_peg_873	Vext_peg_862	COSY_0110	Vgig2_peg_7	Vsoy2_peg_340
MS2017_1979	SP60_04715	Rmag_0106	Rpac_peg_69	Rpha_peg_1916	Rple_peg_1425	Rrec_peg_850	Rsou_peg_1530	Vdia_peg_874	Vext_peg_863	COSY_0109	Vgig2_peg_6	Vsoy2_peg_339
MS2017_1980	SP60_04710	Rmag_0105	Rpac_peg_70	Rpha_peg_1915	Rple_peg_1426	Rrec_peg_849	Rsou_peg_1531	Vdia_peg_875	Vext_peg_864	COSY_0108	Vgig2_peg_5	Vsoy2_peg_338
MS2017_1981	SP60_04705	Rmag_0104	Rpac_peg_71	Rpha_peg_1914	Rple_peg_1427	Rrec_peg_848	Rsou_peg_1532	Vdia_peg_876	Vext_peg_865	COSY_0107	Vgig2_peg_4	Vsoy2_peg_337
MS2017_1990	SP60_04700	Rmag_0103	Rpac_peg_72	Rpha_peg_1913	Rple_peg_1428	Rrec_peg_847	Rsou_peg_1533	Vdia_peg_877	Vext_peg_866	COSY_0106	Vgig2_peg_3	Vsoy2_peg_336
MS2017_1993	SP60_04690	Rmag_0101	Rpac_peg_76	Rpha_peg_1895	Rple_peg_1431	Rrec_peg_843	Rsou_peg_1544	Vdia_peg_879	Vext_peg_868	COSY_0105	Vgig2_peg_1	Vsoy2_peg_333
MS2017_2004	SP60_04660	Rmag_0099	Rpac_peg_84	Rpha_peg_2163	Rple_peg_1434	Rrec_peg_837	Rsou_peg_1550	Vdia_peg_881	Vext_peg_870	COSY_0103	Vgig2_peg_858	Vsoy2_peg_331
MS2017_2007	SP60_04650	Rmag_0098	Rpac_peg_85	Rpha_peg_2161	Rple_peg_1436	Rrec_peg_836	Rsou_peg_1552	Vdia_peg_883	Vext_peg_872	COSY_0101	Vgig2_peg_860	Vsoy2_peg_329
MS2017_2008	SP60_04645	Rmag_0097	Rpac_peg_86	Rpha_peg_2160	Rple_peg_1437	Rrec_peg_835	Rsou_peg_1553	Vdia_peg_884	Vext_peg_873	COSY_0100	Vgig2_peg_861	Vsoy2_peg_328
MS2017_2038	SP60_04625	Rmag_0094	Rpac_peg_96	Rpha_peg_2145	Rple_peg_1450	Rrec_peg_825	Rsou_peg_1675	Vdia_peg_886	Vext_peg_875	COSY_0098	Vgig2_peg_863	Vsoy2_peg_326
MS2017_2043	SP60_04605	Rmag_0091	Rpac_peg_100	Rpha_peg_2140	Rple_peg_1454	Rrec_peg_821	Rsou_peg_1671	Vdia_peg_889	Vext_peg_878	COSY_0095	Vgig2_peg_867	Vsoy2_peg_322
MS2017_2044	SP60_04600	Rmag_0090	Rpac_peg_101	Rpha_peg_2139	Rple_peg_1455	Rrec_peg_820	Rsou_peg_1670	Vdia_peg_890	Vext_peg_879	COSY_0094	Vgig2_peg_868	Vsoy2_peg_321
MS2017_2045	SP60_04595	Rmag_0089	Rpac_peg_102	Rpha_peg_2138	Rple_peg_1456	Rrec_peg_819	Rsou_peg_1669	Vdia_peg_891	Vext_peg_880	COSY_0093	Vgig2_peg_869	Vsoy2_peg_320
MS2017_2046	SP60_04590	Rmag_0088	Rpac_peg_103	Rpha_peg_2137	Rple_peg_1457	Rrec_peg_818	Rsou_peg_1668	Vdia_peg_892	Vext_peg_881	COSY_0092	Vgig2_peg_870	Vsoy2_peg_319
MS2017_2047	SP60_04585	Rmag_0087	Rpac_peg_104	Rpha_peg_2136	Rple_peg_1458	Rrec_peg_817	Rsou_peg_1667	Vdia_peg_893	Vext_peg_882	COSY_0091	Vgig2_peg_871	Vsoy2_peg_318
MS2017_2048	SP60_04580	Rmag_0086	Rpac_peg_105	Rpha_peg_2135	Rple_peg_1459	Rrec_peg_816	Rsou_peg_1666	Vdia_peg_894	Vext_peg_883	COSY_0090	Vgig2_peg_872	Vsoy2_peg_317
MS2017_2049	SP60_04575	Rmag_0085	Rpac_peg_106	Rpha_peg_2134	Rple_peg_1460	Rrec_peg_815	Rsou_peg_1665	Vdia_peg_895	Vext_peg_884	COSY_0089	Vgig2_peg_873	Vsoy2_peg_316
MS2017_2051	SP60_04565	Rmag_0083	Rpac_peg_108	Rpha_peg_2132	Rple_peg_1462	Rrec_peg_812	Rsou_peg_1663	Vdia_peg_896	Vext_peg_885	COSY_0088	Vgig2_peg_874	Vsoy2_peg_315
MS2017_2052	SP60_04560	Rmag_0082	Rpac_peg_109	Rpha_peg_2131	Rple_peg_1463	Rrec_peg_811	Rsou_peg_1662	Vdia_peg_897	Vext_peg_886	COSY_0087	Vgig2_peg_875	Vsoy2_peg_314
MS2017_2058	SP60_04555	Rmag_0080	Rpac_peg_113	Rpha_peg_2127	Rple_peg_1467	Rrec_peg_810	Rsou_peg_1660	Vdia_peg_898	Vext_peg_887	COSY_0086	Vgig2_peg_877	Vsoy2_peg_313
MS2017_2063	SP60_04550	Rmag_0079	Rpac_peg_116	Rpha_peg_2125	Rple_peg_1468	Rrec_peg_807	Rsou_peg_1659	Vdia_peg_899	Vext_peg_888	COSY_0085	Vgig2_peg_878	Vsoy2_peg_312
MS2017_2069	SP60_04545	Rmag_0078	Rpac_peg_117	Rpha_peg_2124	Rple_peg_1469	Rrec_peg_806	Rsou_peg_1658	Vdia_peg_900	Vext_peg_889	COSY_0084	Vgig2_peg_879	Vsoy2_peg_311
MS2017_2070	SP60_04540	Rmag_0077	Rpac_peg_118	Rpha_peg_2123	Rple_peg_1470	Rrec_peg_805	Rsou_peg_1657	Vdia_peg_901	Vext_peg_890	COSY_0083	Vgig2_peg_880	Vsoy2_peg_310
MS2017_2071	SP60_04525	Rmag_0074	Rpac_peg_122	Rpha_peg_750	Rple_peg_1473	Rrec_peg_802	Rsou_peg_1652	Vdia_peg_904	Vext_peg_893	COSY_0080	Vgig2_peg_884	Vsoy2_peg_307
MS2017_2074	SP60_04510	Rmag_0073	Rpac_peg_124	Rpha_peg_752	Rple_peg_1476	Rrec_peg_800	Rsou_peg_1650	Vdia_peg_906	Vext_peg_895	COSY_0079	Vgig2_peg_885	Vsoy2_peg_306
MS2017_2075	SP60_04505	Rmag_0072	Rpac_peg_125	Rpha_peg_753	Rple_peg_1477	Rrec_peg_799	Rsou_peg_1649	Vdia_peg_907	Vext_peg_896	COSY_0078	Vgig2_peg_886	Vsoy2_peg_305
MS2017_2076	SP60_04500	Rmag_0071	Rpac_peg_126	Rpha_peg_754	Rple_peg_1478	Rrec_peg_798	Rsou_peg_1648	Vdia_peg_908	Vext_peg_897	COSY_0077	Vgig2_peg_887	Vsoy2_peg_304
